t / s	U_B1 / V	Temp / K
1051,5	0,519	141,6
1052,0	0,519	141,6
1052,5	0,519	141,8
1053,0	0,519	141,9
1053,5	0,520	141,9
1054,0	0,520	142,1
1054,5	0,521	142,1
1055,0	0,520	142,2
1055,5	0,521	142,4
1056,0	0,521	142,4
1056,5	0,521	142,5
1057,0	0,522	142,5
1057,5	0,522	142,7
1058,0	0,522	142,8
1058,5	0,522	142,8
1059,0	0,523	143,0
1059,5	0,523	143,0
1060,0	0,523	143,1
1060,5	0,523	143,1
1061,0	0,524	143,3
1061,5	0,524	143,4
1062,0	0,524	143,4
1062,5	0,524	143,6
1063,0	0,524	143,7
1063,5	0,525	143,7
1064,0	0,525	143,9
1064,5	0,525	143,9
1065,0	0,526	144,0
1065,5	0,526	144,0
1066,0	0,526	144,2
1066,5	0,527	144,3
1067,0	0,527	144,3
1067,5	0,527	144,5
1068,0	0,527	144,5
1068,5	0,528	144,6
1069,0	0,528	144,8
1069,5	0,528	144,8
1070,0	0,528	144,9
1070,5	0,528	144,9
1071,0	0,529	145,1
1071,5	0,529	145,2
1072,0	0,529	145,2
1072,5	0,529	145,4
1073,0	0,529	145,4
1073,5	0,530	145,5
1074,0	0,530	145,5
1074,5	0,530	145,7
1075,0	0,530	145,8
1075,5	0,531	145,8
1076,0	0,531	146,0
1076,5	0,531	146,0
1077,0	0,532	146,1
1077,5	0,532	146,3
1078,0	0,532	146,3
1078,5	0,532	146,4
1079,0	0,533	146,4
1079,5	0,533	146,6
1080,0	0,533	146,6
1080,5	0,534	146,7
1081,0	0,534	146,9
1081,5	0,534	146,9
1082,0	0,534	147,0
1082,5	0,534	147,0
1083,0	0,535	147,2
1083,5	0,535	147,2
1084,0	0,535	147,3
1084,5	0,535	147,5
1085,0	0,535	147,5
1085,5	0,536	147,6
1086,0	0,536	147,6
1086,5	0,536	147,8
1087,0	0,536	147,8
1087,5	0,537	147,9
1088,0	0,537	148,1
1088,5	0,537	148,1
1089,0	0,537	148,2
1089,5	0,537	148,2
1090,0	0,538	148,4
1090,5	0,538	148,4
1091,0	0,538	148,5
1091,5	0,539	148,7
1092,0	0,539	148,7
1092,5	0,539	148,8
1093,0	0,539	148,8
1093,5	0,539	149,0
1094,0	0,540	149,0
1094,5	0,540	149,1
1095,0	0,540	149,3
1095,5	0,540	149,3
1096,0	0,540	149,4
1096,5	0,540	149,4
1097,0	0,541	149,6
1097,5	0,541	149,6
1098,0	0,541	149,7
1098,5	0,542	149,9
1099,0	0,542	149,9
1099,5	0,542	150,0
1100,0	0,542	150,0
1100,5	0,542	150,2
1101,0	0,542	150,2
1101,5	0,543	150,3
1102,0	0,543	150,5
1102,5	0,543	150,5
1103,0	0,543	150,6
1103,5	0,544	150,6
1104,0	0,544	150,8
1104,5	0,544	150,8
1105,0	0,544	150,9
1105,5	0,544	151,1
1106,0	0,545	151,1
1106,5	0,545	151,2
1107,0	0,545	151,2
1107,5	0,545	151,4
1108,0	0,546	151,4
1108,5	0,546	151,5
1109,0	0,546	151,5
1109,5	0,546	151,7
1110,0	0,547	151,8
1110,5	0,547	151,8
1111,0	0,547	152,0
1111,5	0,547	152,0
1112,0	0,548	152,1
1112,5	0,548	152,1
1113,0	0,548	152,3
1113,5	0,548	152,4
1114,0	0,548	152,4
1114,5	0,549	152,6
1115,0	0,549	152,6
1115,5	0,549	152,7
1116,0	0,549	152,7
1116,5	0,550	152,9
1117,0	0,550	152,9
1117,5	0,550	153,0
1118,0	0,550	153,0
1118,5	0,551	153,2
1119,0	0,551	153,3
1119,5	0,551	153,3
1120,0	0,551	153,5
1120,5	0,551	153,5
1121,0	0,552	153,6
1121,5	0,552	153,6
1122,0	0,552	153,8
1122,5	0,552	153,9
1123,0	0,552	153,9
1123,5	0,553	154,1
1124,0	0,553	154,1
1124,5	0,553	154,2
1125,0	0,553	154,2
1125,5	0,554	154,4
1126,0	0,554	154,4
1126,5	0,554	154,5
1127,0	0,555	154,7
1127,5	0,554	154,7
1128,0	0,555	154,8
1128,5	0,555	154,8
1129,0	0,555	155,0
