I_1 / A	&F / Vs
-0,773	-0,86
-0,777	-0,87
-0,781	-0,87
-0,785	-0,87
-0,789	-0,87
-0,792	-0,87
-0,796	-0,87
-0,800	-0,88
-0,804	-0,88
-0,807	-0,88
-0,811	-0,88
-0,813	-0,88
-0,816	-0,88
-0,817	-0,88
-0,818	-0,88
-0,819	-0,88
-0,819	-0,88
-0,819	-0,88
-0,818	-0,88
-0,816	-0,88
-0,814	-0,88
-0,812	-0,88
-0,809	-0,88
-0,807	-0,88
-0,804	-0,88
-0,801	-0,88
-0,798	-0,88
-0,795	-0,88
-0,792	-0,88
-0,789	-0,88
-0,786	-0,88
-0,783	-0,88
-0,779	-0,88
-0,777	-0,88
-0,773	-0,88
-0,770	-0,88
-0,767	-0,88
-0,763	-0,88
-0,760	-0,87
-0,757	-0,87
-0,754	-0,87
-0,750	-0,87
-0,747	-0,87
-0,744	-0,87
-0,741	-0,87
-0,738	-0,87
-0,734	-0,87
-0,731	-0,87
-0,728	-0,87
-0,725	-0,87
-0,721	-0,87
-0,718	-0,87
-0,715	-0,87
-0,712	-0,87
-0,708	-0,87
-0,705	-0,87
-0,702	-0,86
-0,699	-0,86
-0,695	-0,86
-0,692	-0,86
-0,689	-0,86
-0,686	-0,86
-0,683	-0,86
-0,680	-0,86
-0,677	-0,86
-0,674	-0,86
-0,670	-0,86
-0,667	-0,86
-0,664	-0,86
-0,661	-0,86
-0,658	-0,85
-0,655	-0,85
-0,652	-0,85
-0,648	-0,85
-0,645	-0,85
-0,642	-0,85
-0,639	-0,85
-0,635	-0,85
-0,632	-0,85
-0,629	-0,85
-0,626	-0,85
-0,623	-0,85
-0,620	-0,85
-0,617	-0,84
-0,614	-0,84
-0,610	-0,84
-0,607	-0,84
-0,604	-0,84
-0,601	-0,84
-0,598	-0,84
-0,595	-0,84
-0,592	-0,84
-0,589	-0,84
-0,586	-0,84
-0,583	-0,83
-0,580	-0,83
-0,577	-0,83
-0,574	-0,83
-0,571	-0,83
-0,568	-0,83
-0,565	-0,83
-0,562	-0,83
-0,559	-0,83
-0,556	-0,82
-0,553	-0,82
-0,550	-0,82
-0,547	-0,82
-0,544	-0,82
-0,541	-0,82
-0,538	-0,82
-0,535	-0,82
-0,532	-0,81
-0,529	-0,81
-0,526	-0,81
-0,523	-0,81
-0,520	-0,81
-0,517	-0,81
-0,514	-0,81
-0,511	-0,81
-0,508	-0,80
-0,505	-0,80
-0,502	-0,80
-0,499	-0,80
-0,496	-0,80
-0,493	-0,80
-0,490	-0,80
-0,487	-0,79
-0,484	-0,79
-0,481	-0,79
-0,479	-0,79
-0,476	-0,79
-0,473	-0,79
-0,470	-0,78
-0,467	-0,78
-0,464	-0,78
-0,461	-0,78
-0,458	-0,78
-0,455	-0,78
-0,453	-0,77
-0,450	-0,77
-0,447	-0,77
-0,444	-0,77
-0,441	-0,77
-0,439	-0,77
-0,436	-0,76
-0,433	-0,76
-0,430	-0,76
-0,427	-0,76
-0,424	-0,76
-0,422	-0,75
-0,419	-0,75
-0,416	-0,75
-0,414	-0,75
-0,411	-0,74
-0,408	-0,74
-0,405	-0,74
-0,402	-0,74
-0,400	-0,74
-0,397	-0,73
-0,394	-0,73
-0,392	-0,73
-0,389	-0,73
-0,386	-0,72
-0,383	-0,72
-0,381	-0,72
-0,378	-0,72
-0,375	-0,71
-0,372	-0,71
-0,370	-0,71
-0,367	-0,71
-0,364	-0,70
-0,361	-0,70
-0,359	-0,70
-0,356	-0,70
-0,354	-0,69
-0,351	-0,69
-0,348	-0,69
-0,345	-0,68
-0,343	-0,68
-0,340	-0,68
-0,338	-0,68
-0,335	-0,67
-0,332	-0,67
-0,330	-0,67
-0,327	-0,66
-0,325	-0,66
-0,322	-0,66
-0,320	-0,66
-0,317	-0,65
-0,314	-0,65
-0,312	-0,65
-0,309	-0,64
-0,307	-0,64
-0,304	-0,64
-0,301	-0,63
-0,299	-0,63
-0,296	-0,63
-0,294	-0,62
-0,291	-0,62
-0,288	-0,61
-0,286	-0,61
-0,283	-0,61
-0,280	-0,60
-0,278	-0,60
-0,275	-0,60
-0,273	-0,59
-0,270	-0,59
-0,267	-0,59
-0,264	-0,58
-0,262	-0,58
-0,259	-0,57
-0,257	-0,57
-0,254	-0,57
-0,251	-0,56
-0,249	-0,56
-0,246	-0,55
-0,244	-0,55
-0,241	-0,55
-0,238	-0,54
-0,236	-0,54
-0,233	-0,53
-0,231	-0,53
-0,228	-0,53
-0,225	-0,52
-0,222	-0,52
-0,220	-0,51
-0,217	-0,51
-0,215	-0,50
-0,212	-0,50
-0,209	-0,50
-0,207	-0,49
-0,204	-0,49
-0,201	-0,48
-0,199	-0,48
-0,196	-0,47
-0,193	-0,47
-0,190	-0,46
-0,188	-0,46
-0,185	-0,45
-0,182	-0,45
-0,179	-0,44
-0,177	-0,44
-0,174	-0,43
-0,171	-0,43
-0,169	-0,43
-0,166	-0,42
-0,163	-0,41
-0,160	-0,41
-0,158	-0,40
-0,155	-0,40
-0,152	-0,39
-0,149	-0,39
-0,147	-0,38
-0,144	-0,38
-0,141	-0,37
-0,138	-0,37
-0,135	-0,36
-0,133	-0,36
-0,130	-0,35
-0,127	-0,35
-0,124	-0,34
-0,121	-0,34
-0,118	-0,33
-0,116	-0,33
-0,113	-0,32
-0,110	-0,32
-0,107	-0,31
-0,104	-0,30
-0,101	-0,30
-0,098	-0,29
-0,096	-0,29
-0,093	-0,28
-0,090	-0,28
-0,087	-0,27
-0,084	-0,27
-0,081	-0,26
-0,078	-0,25
-0,076	-0,25
-0,073	-0,24
-0,069	-0,24
-0,067	-0,23
-0,064	-0,23
-0,061	-0,22
-0,058	-0,21
-0,055	-0,21
-0,052	-0,20
-0,049	-0,20
-0,046	-0,19
-0,043	-0,18
-0,040	-0,18
-0,037	-0,17
-0,034	-0,17
-0,031	-0,16
-0,028	-0,16
-0,025	-0,15
-0,022	-0,14
-0,019	-0,14
-0,016	-0,13
-0,013	-0,12
-0,010	-0,12
-0,006	-0,11
-0,003	-0,11
0,000	-0,10
0,003	-0,09
0,006	-0,09
0,009	-0,08
0,013	-0,08
0,015	-0,07
0,019	-0,06
0,022	-0,06
0,025	-0,05
0,028	-0,04
0,031	-0,04
0,034	-0,03
0,037	-0,03
0,041	-0,02
0,044	-0,01
0,047	-0,01
0,050	0,00
0,053	0,01
0,056	0,01
0,059	0,02
0,063	0,02
0,066	0,03
0,069	0,04
0,072	0,04
0,075	0,05
0,079	0,06
0,082	0,06
0,085	0,07
0,089	0,07
0,092	0,08
0,095	0,09
0,099	0,09
0,102	0,10
0,105	0,11
0,108	0,11
0,112	0,12
0,115	0,12
0,118	0,13
0,121	0,14
0,124	0,14
0,128	0,15
0,131	0,16
0,135	0,16
0,138	0,17
0,141	0,17
0,144	0,18
0,148	0,19
0,151	0,19
0,154	0,20
0,158	0,21
0,161	0,21
0,164	0,22
0,168	0,22
0,171	0,23
0,174	0,24
0,178	0,24
0,181	0,25
0,184	0,26
0,188	0,26
0,191	0,27
0,195	0,27
0,198	0,28
0,201	0,29
0,205	0,29
0,208	0,30
0,212	0,31
0,215	0,31
0,218	0,32
0,222	0,32
0,226	0,33
0,229	0,34
0,232	0,34
0,236	0,35
0,239	0,36
0,243	0,36
0,246	0,37
0,250	0,37
0,253	0,38
0,257	0,39
0,261	0,39
0,264	0,40
0,268	0,40
0,271	0,41
0,275	0,42
0,279	0,42
0,282	0,43
0,286	0,44
0,289	0,44
0,293	0,45
0,297	0,45
0,300	0,46
0,304	0,46
0,307	0,47
0,311	0,48
0,315	0,48
0,319	0,49
0,322	0,49
0,326	0,50
0,330	0,51
0,334	0,51
0,338	0,52
0,341	0,52
0,345	0,53
0,349	0,54
0,353	0,54
0,357	0,55
0,361	0,55
0,364	0,56
0,368	0,56
0,372	0,57
0,376	0,58
0,380	0,58
0,384	0,59
0,388	0,59
0,392	0,60
0,396	0,60
0,400	0,61
0,404	0,61
0,408	0,62
0,412	0,62
0,416	0,63
0,420	0,63
0,425	0,64
0,429	0,64
0,433	0,65
0,437	0,66
0,441	0,66
0,445	0,66
0,449	0,67
0,454	0,67
0,458	0,68
0,462	0,68
0,466	0,69
0,471	0,69
0,475	0,70
0,479	0,70
0,484	0,71
0,488	0,71
0,493	0,72
0,497	0,72
0,501	0,73
0,506	0,73
0,510	0,73
0,515	0,74
0,519	0,74
0,524	0,75
0,529	0,75
0,533	0,76
0,538	0,76
0,542	0,76
0,547	0,77
0,552	0,77
0,556	0,77
0,561	0,78
0,566	0,78
0,570	0,79
0,575	0,79
0,580	0,79
0,584	0,80
0,589	0,80
0,593	0,80
0,598	0,80
0,603	0,81
0,607	0,81
0,612	0,81
0,617	0,82
0,621	0,82
0,626	0,82
0,630	0,83
0,635	0,83
0,640	0,83
0,644	0,83
0,649	0,84
0,653	0,84
0,658	0,84
0,662	0,84
0,667	0,84
0,671	0,85
0,675	0,85
0,680	0,85
0,684	0,85
0,688	0,86
0,692	0,86
0,697	0,86
0,701	0,86
0,705	0,86
0,709	0,87
0,714	0,87
0,718	0,87
0,722	0,87
0,726	0,87
0,730	0,87
0,734	0,88
0,738	0,88
0,742	0,88
0,746	0,88
0,750	0,88
0,754	0,88
0,758	0,88
0,761	0,89
0,765	0,89
0,769	0,89
0,773	0,89
0,777	0,89
0,780	0,89
0,784	0,89
0,788	0,89
0,792	0,90
