I_1 / A	&F / Vs
0,207	0,60
0,204	0,60
0,202	0,59
0,199	0,59
0,197	0,58
0,194	0,58
0,191	0,58
0,189	0,57
0,187	0,57
0,184	0,56
0,181	0,56
0,179	0,55
0,176	0,55
0,174	0,54
0,171	0,54
0,169	0,53
0,166	0,53
0,164	0,52
0,161	0,52
0,159	0,51
0,156	0,51
0,154	0,50
0,151	0,50
0,149	0,49
0,146	0,49
0,144	0,48
0,141	0,47
0,139	0,47
0,136	0,46
0,133	0,46
0,131	0,45
0,128	0,45
0,126	0,44
0,123	0,44
0,120	0,43
0,118	0,42
0,115	0,42
0,113	0,41
0,110	0,41
0,107	0,40
0,105	0,40
0,103	0,39
0,100	0,38
0,097	0,38
0,095	0,37
0,092	0,37
0,090	0,36
0,087	0,35
0,084	0,35
0,082	0,34
0,079	0,33
0,076	0,33
0,074	0,32
0,071	0,32
0,069	0,31
0,066	0,30
0,063	0,30
0,061	0,29
0,058	0,28
0,055	0,28
0,053	0,27
0,050	0,26
0,048	0,26
0,045	0,25
0,042	0,24
0,040	0,24
0,037	0,23
0,034	0,22
0,032	0,22
0,029	0,21
0,026	0,20
0,023	0,19
0,021	0,19
0,018	0,18
0,016	0,17
0,013	0,17
0,010	0,16
0,007	0,15
0,005	0,14
0,002	0,14
-0,001	0,13
-0,004	0,12
-0,006	0,12
-0,010	0,11
-0,012	0,10
-0,015	0,09
-0,018	0,09
-0,021	0,08
-0,023	0,07
-0,026	0,06
-0,029	0,06
-0,032	0,05
-0,035	0,04
-0,038	0,03
-0,040	0,03
-0,043	0,02
-0,046	0,01
-0,049	0,00
-0,052	0,00
-0,055	-0,01
-0,058	-0,02
-0,061	-0,03
-0,063	-0,03
-0,066	-0,04
-0,069	-0,05
-0,072	-0,06
-0,075	-0,06
-0,078	-0,07
-0,081	-0,08
-0,084	-0,09
-0,087	-0,10
-0,090	-0,10
-0,093	-0,11
-0,096	-0,12
-0,099	-0,13
-0,102	-0,14
-0,105	-0,14
-0,109	-0,15
-0,111	-0,16
-0,115	-0,17
-0,118	-0,17
-0,121	-0,18
-0,124	-0,19
-0,127	-0,20
-0,131	-0,21
-0,134	-0,21
-0,137	-0,22
-0,140	-0,23
-0,144	-0,24
-0,147	-0,25
-0,150	-0,25
-0,153	-0,26
-0,156	-0,27
-0,160	-0,28
-0,163	-0,29
-0,167	-0,29
-0,170	-0,30
-0,173	-0,31
-0,177	-0,32
-0,180	-0,32
-0,184	-0,33
-0,187	-0,34
-0,191	-0,35
-0,194	-0,36
-0,197	-0,36
-0,201	-0,37
-0,205	-0,38
-0,208	-0,39
-0,211	-0,39
-0,215	-0,40
-0,219	-0,41
-0,222	-0,42
-0,226	-0,42
-0,229	-0,43
-0,233	-0,44
-0,236	-0,45
-0,240	-0,46
-0,244	-0,46
-0,247	-0,47
-0,251	-0,48
-0,255	-0,49
-0,258	-0,49
-0,262	-0,50
-0,266	-0,51
-0,269	-0,52
-0,273	-0,53
-0,277	-0,53
-0,281	-0,54
-0,285	-0,55
-0,288	-0,56
-0,292	-0,56
-0,296	-0,57
-0,300	-0,58
-0,304	-0,58
-0,308	-0,59
-0,312	-0,60
-0,316	-0,61
-0,320	-0,61
-0,324	-0,62
-0,328	-0,63
-0,332	-0,63
-0,336	-0,64
-0,341	-0,65
-0,345	-0,65
-0,349	-0,66
-0,354	-0,67
-0,358	-0,67
-0,362	-0,68
-0,366	-0,69
-0,371	-0,69
-0,375	-0,70
-0,380	-0,71
-0,384	-0,71
-0,389	-0,72
-0,394	-0,73
-0,398	-0,73
-0,403	-0,74
-0,408	-0,74
-0,412	-0,75
-0,417	-0,76
-0,422	-0,76
-0,427	-0,77
-0,432	-0,77
-0,436	-0,78
-0,442	-0,78
-0,447	-0,79
-0,452	-0,79
-0,457	-0,80
-0,462	-0,81
-0,467	-0,81
-0,472	-0,82
-0,478	-0,82
-0,483	-0,83
-0,488	-0,83
-0,493	-0,83
-0,499	-0,84
-0,504	-0,84
-0,510	-0,85
-0,515	-0,85
-0,521	-0,86
-0,527	-0,86
-0,532	-0,87
-0,537	-0,87
-0,543	-0,87
-0,548	-0,88
-0,553	-0,88
-0,559	-0,88
-0,564	-0,89
-0,570	-0,89
-0,575	-0,89
-0,580	-0,90
-0,585	-0,90
-0,590	-0,90
-0,595	-0,91
-0,600	-0,91
-0,606	-0,91
-0,610	-0,91
-0,615	-0,92
-0,620	-0,92
-0,625	-0,92
-0,630	-0,92
-0,635	-0,93
-0,639	-0,93
-0,644	-0,93
-0,648	-0,93
-0,652	-0,93
-0,657	-0,94
-0,662	-0,94
-0,666	-0,94
-0,670	-0,94
-0,675	-0,94
-0,679	-0,95
-0,683	-0,95
-0,687	-0,95
-0,691	-0,95
-0,696	-0,95
-0,700	-0,95
-0,704	-0,96
-0,708	-0,96
-0,712	-0,96
-0,716	-0,96
-0,720	-0,96
-0,724	-0,96
-0,728	-0,96
-0,732	-0,97
-0,736	-0,97
-0,739	-0,97
-0,743	-0,97
-0,747	-0,97
-0,751	-0,97
-0,755	-0,97
-0,758	-0,97
-0,762	-0,98
-0,766	-0,98
-0,770	-0,98
-0,773	-0,98
-0,777	-0,98
-0,781	-0,98
-0,785	-0,98
-0,788	-0,98
-0,792	-0,98
-0,795	-0,99
-0,799	-0,99
-0,803	-0,99
-0,806	-0,99
-0,810	-0,99
-0,813	-0,99
-0,817	-0,99
-0,819	-0,99
-0,821	-0,99
-0,822	-0,99
-0,823	-0,99
-0,823	-0,99
-0,822	-0,99
-0,821	-0,99
-0,819	-0,99
-0,817	-0,99
-0,815	-0,99
-0,812	-0,99
-0,809	-0,99
-0,806	-0,99
-0,804	-0,99
-0,800	-0,99
-0,797	-0,99
-0,794	-0,99
-0,791	-0,99
-0,788	-0,99
-0,785	-0,99
-0,782	-0,99
-0,779	-0,99
-0,775	-0,99
-0,772	-0,99
-0,769	-0,99
-0,765	-0,99
-0,762	-0,99
-0,759	-0,99
-0,756	-0,99
-0,752	-0,99
-0,749	-0,99
-0,746	-0,99
-0,743	-0,99
-0,739	-0,99
-0,736	-0,98
-0,733	-0,98
-0,730	-0,98
-0,727	-0,98
-0,723	-0,98
-0,720	-0,98
-0,717	-0,98
-0,713	-0,98
-0,710	-0,98
-0,707	-0,98
-0,704	-0,98
-0,700	-0,98
-0,697	-0,98
-0,694	-0,98
-0,691	-0,98
-0,688	-0,98
-0,684	-0,98
-0,681	-0,98
-0,678	-0,98
-0,675	-0,98
-0,672	-0,98
-0,668	-0,97
-0,665	-0,97
-0,662	-0,97
-0,659	-0,97
-0,656	-0,97
-0,653	-0,97
-0,649	-0,97
-0,646	-0,97
-0,643	-0,97
-0,640	-0,97
-0,637	-0,97
-0,634	-0,97
-0,630	-0,97
-0,627	-0,96
-0,624	-0,96
-0,621	-0,96
-0,618	-0,96
-0,615	-0,96
-0,611	-0,96
-0,608	-0,96
-0,605	-0,96
-0,602	-0,96
-0,599	-0,96
-0,596	-0,96
-0,592	-0,96
-0,589	-0,96
-0,586	-0,96
-0,583	-0,95
-0,580	-0,95
-0,577	-0,95
-0,574	-0,95
-0,571	-0,95
-0,568	-0,95
-0,565	-0,95
-0,562	-0,95
-0,559	-0,95
-0,556	-0,95
-0,553	-0,95
-0,550	-0,94
-0,546	-0,94
-0,544	-0,94
-0,541	-0,94
-0,538	-0,94
-0,534	-0,94
-0,531	-0,94
-0,528	-0,94
-0,525	-0,94
-0,522	-0,94
-0,519	-0,93
-0,516	-0,93
-0,513	-0,93
-0,510	-0,93
-0,507	-0,93
-0,504	-0,93
-0,501	-0,93
-0,498	-0,93
-0,495	-0,92
-0,492	-0,92
-0,489	-0,92
-0,486	-0,92
-0,483	-0,92
-0,480	-0,92
-0,477	-0,92
-0,474	-0,91
-0,471	-0,91
-0,468	-0,91
-0,465	-0,91
-0,462	-0,91
-0,459	-0,91
-0,456	-0,91
-0,453	-0,91
-0,450	-0,90
-0,447	-0,90
-0,444	-0,90
-0,441	-0,90
-0,438	-0,90
-0,435	-0,90
-0,432	-0,90
-0,430	-0,89
-0,426	-0,89
-0,424	-0,89
-0,421	-0,89
-0,418	-0,89
-0,415	-0,89
-0,412	-0,88
-0,409	-0,88
-0,406	-0,88
-0,404	-0,88
-0,401	-0,88
-0,398	-0,87
-0,395	-0,87
-0,392	-0,87
-0,389	-0,87
-0,386	-0,87
-0,383	-0,86
-0,381	-0,86
-0,378	-0,86
-0,375	-0,86
-0,372	-0,85
-0,369	-0,85
-0,367	-0,85
-0,364	-0,85
-0,361	-0,85
-0,359	-0,84
-0,356	-0,84
-0,353	-0,84
-0,350	-0,84
-0,348	-0,83
-0,345	-0,83
-0,342	-0,83
-0,340	-0,83
-0,337	-0,83
-0,334	-0,82
-0,332	-0,82
-0,329	-0,82
-0,327	-0,82
-0,324	-0,81
-0,321	-0,81
-0,319	-0,81
-0,316	-0,81
-0,314	-0,80
-0,311	-0,80
-0,309	-0,80
-0,306	-0,79
-0,303	-0,79
-0,301	-0,79
-0,298	-0,79
-0,296	-0,78
-0,293	-0,78
-0,291	-0,78
-0,288	-0,77
-0,286	-0,77
-0,284	-0,77
-0,281	-0,76
-0,278	-0,76
-0,276	-0,76
-0,274	-0,75
-0,271	-0,75
-0,269	-0,75
-0,266	-0,74
-0,264	-0,74
-0,261	-0,74
-0,259	-0,74
-0,256	-0,73
-0,254	-0,73
-0,251	-0,72
-0,249	-0,72
-0,247	-0,72
-0,244	-0,71
-0,242	-0,71
-0,239	-0,71
-0,237	-0,70
-0,234	-0,70
-0,232	-0,70
-0,229	-0,69
-0,227	-0,69
-0,224	-0,68
-0,222	-0,68
-0,220	-0,68
-0,217	-0,67
-0,214	-0,67
-0,212	-0,66
-0,209	-0,66
-0,207	-0,66
-0,204	-0,65
-0,202	-0,65
-0,200	-0,64
-0,197	-0,64
-0,195	-0,63
-0,192	-0,63
-0,189	-0,62
-0,187	-0,62
-0,185	-0,61
-0,182	-0,61
-0,180	-0,60
-0,177	-0,60
-0,175	-0,59
-0,172	-0,59
-0,169	-0,58
-0,167	-0,58
-0,164	-0,57
-0,162	-0,57
-0,159	-0,56
-0,157	-0,56
-0,154	-0,55
-0,152	-0,55
-0,149	-0,54
-0,147	-0,54
-0,144	-0,53
-0,141	-0,53
-0,139	-0,52
-0,136	-0,52
-0,134	-0,51
-0,131	-0,50
-0,129	-0,50
-0,126	-0,49
-0,123	-0,49
-0,121	-0,48
-0,119	-0,48
-0,116	-0,47
-0,113	-0,47
-0,111	-0,46
-0,108	-0,45
-0,106	-0,45
-0,103	-0,44
-0,100	-0,44
-0,098	-0,43
-0,095	-0,43
-0,093	-0,42
-0,090	-0,41
-0,088	-0,41
-0,085	-0,40
-0,082	-0,40
-0,080	-0,39
-0,077	-0,38
-0,075	-0,38
-0,072	-0,37
-0,069	-0,36
-0,067	-0,36
-0,064	-0,35
-0,061	-0,34
-0,059	-0,34
-0,056	-0,33
-0,054	-0,32
-0,051	-0,32
-0,048	-0,31
-0,046	-0,30
-0,043	-0,30
-0,040	-0,29
-0,038	-0,28
-0,035	-0,28
-0,032	-0,27
-0,030	-0,26
-0,027	-0,26
-0,025	-0,25
-0,022	-0,24
-0,019	-0,24
-0,016	-0,23
-0,014	-0,22
-0,011	-0,21
-0,009	-0,21
-0,006	-0,20
-0,003	-0,19
-0,001	-0,19
0,003	-0,18
0,006	-0,17
0,008	-0,17
0,011	-0,16
0,014	-0,15
0,016	-0,14
0,019	-0,14
0,022	-0,13
0,025	-0,12
0,027	-0,11
0,030	-0,11
0,033	-0,10
0,036	-0,09
0,039	-0,08
0,041	-0,08
0,044	-0,07
0,047	-0,06
0,050	-0,05
0,053	-0,04
0,056	-0,04
0,059	-0,03
0,061	-0,02
0,064	-0,01
0,067	-0,01
0,070	0,00
0,073	0,01
0,076	0,02
0,079	0,03
0,082	0,03
0,085	0,04
0,088	0,05
0,091	0,06
0,094	0,06
0,097	0,07
0,099	0,08
0,104	0,09
0,106	0,09
0,109	0,10
0,112	0,11
0,115	0,12
0,119	0,13
0,122	0,13
0,125	0,14
0,128	0,15
0,131	0,16
0,135	0,17
0,138	0,18
0,141	0,18
0,145	0,19
0,148	0,20
0,151	0,21
0,154	0,22
0,158	0,22
0,161	0,23
0,165	0,24
0,168	0,25
0,171	0,25
0,175	0,26
0,178	0,27
0,182	0,28
0,185	0,29
0,189	0,29
0,192	0,30
0,195	0,31
0,199	0,32
0,203	0,32
0,206	0,33
0,210	0,34
0,213	0,35
0,217	0,36
0,220	0,36
0,224	0,37
0,228	0,38
0,231	0,39
0,235	0,40
0,239	0,40
0,242	0,41
0,246	0,42
0,250	0,43
0,253	0,43
0,257	0,44
0,261	0,45
0,265	0,46
0,269	0,47
0,273	0,47
0,276	0,48
0,280	0,49
0,284	0,50
0,288	0,50
0,292	0,51
0,296	0,52
0,300	0,53
0,304	0,53
0,308	0,54
0,313	0,55
0,316	0,56
0,321	0,56
0,325	0,57
0,329	0,58
0,333	0,59
0,338	0,59
0,342	0,60
0,346	0,61
0,350	0,61
0,355	0,62
0,359	0,63
0,364	0,63
0,368	0,64
0,373	0,65
0,378	0,65
0,382	0,66
0,387	0,67
0,392	0,67
0,396	0,68
0,401	0,69
0,406	0,69
0,411	0,70
0,416	0,70
0,421	0,71
0,426	0,71
0,431	0,72
0,436	0,73
0,441	0,73
0,446	0,74
0,451	0,74
0,457	0,75
0,462	0,75
0,467	0,76
0,473	0,76
0,478	0,77
0,484	0,77
0,489	0,78
0,495	0,78
0,500	0,79
0,506	0,79
0,511	0,79
0,517	0,80
0,523	0,80
0,528	0,81
0,534	0,81
0,540	0,81
0,545	0,82
0,551	0,82
0,556	0,82
0,562	0,83
0,567	0,83
0,573	0,83
0,578	0,84
0,583	0,84
0,589	0,84
0,594	0,84
0,599	0,85
0,604	0,85
0,609	0,85
0,614	0,85
0,619	0,86
0,624	0,86
0,629	0,86
0,634	0,86
0,639	0,87
0,643	0,87
0,648	0,87
0,652	0,87
0,657	0,87
0,661	0,87
0,666	0,88
0,670	0,88
0,674	0,88
0,679	0,88
0,683	0,88
0,687	0,88
0,691	0,89
0,695	0,89
0,699	0,89
0,703	0,89
0,707	0,89
0,711	0,89
0,715	0,90
0,719	0,90
0,723	0,90
0,727	0,90
0,731	0,90
0,735	0,90
0,738	0,90
0,742	0,90
0,746	0,91
0,750	0,91
0,753	0,91
0,757	0,91
0,761	0,91
0,764	0,91
0,768	0,91
0,772	0,91
0,775	0,91
0,779	0,91
0,782	0,92
0,786	0,92
0,789	0,92
0,793	0,92
0,797	0,92
