I_1 / A	&F / Vs
-0,791	-0,88
-0,795	-0,88
-0,799	-0,88
-0,802	-0,88
-0,806	-0,88
-0,809	-0,88
-0,813	-0,89
-0,816	-0,89
-0,819	-0,89
-0,821	-0,89
-0,822	-0,89
-0,823	-0,89
-0,823	-0,89
-0,822	-0,89
-0,821	-0,89
-0,819	-0,89
-0,817	-0,89
-0,814	-0,89
-0,812	-0,89
-0,809	-0,89
-0,806	-0,89
-0,803	-0,89
-0,799	-0,89
-0,796	-0,89
-0,793	-0,89
-0,790	-0,89
-0,787	-0,88
-0,784	-0,88
-0,781	-0,88
-0,778	-0,88
-0,775	-0,88
-0,772	-0,88
-0,768	-0,88
-0,765	-0,88
-0,762	-0,88
-0,759	-0,88
-0,755	-0,88
-0,752	-0,88
-0,749	-0,88
-0,746	-0,88
-0,742	-0,88
-0,739	-0,88
-0,736	-0,88
-0,733	-0,88
-0,729	-0,88
-0,726	-0,88
-0,723	-0,88
-0,720	-0,88
-0,716	-0,88
-0,713	-0,87
-0,710	-0,87
-0,707	-0,87
-0,703	-0,87
-0,700	-0,87
-0,697	-0,87
-0,693	-0,87
-0,690	-0,87
-0,687	-0,87
-0,684	-0,87
-0,681	-0,87
-0,678	-0,87
-0,674	-0,87
-0,671	-0,87
-0,668	-0,87
-0,665	-0,87
-0,662	-0,87
-0,659	-0,86
-0,655	-0,86
-0,652	-0,86
-0,649	-0,86
-0,646	-0,86
-0,643	-0,86
-0,639	-0,86
-0,636	-0,86
-0,633	-0,86
-0,630	-0,86
-0,627	-0,86
-0,624	-0,86
-0,621	-0,86
-0,617	-0,86
-0,614	-0,85
-0,611	-0,85
-0,608	-0,85
-0,605	-0,85
-0,602	-0,85
-0,599	-0,85
-0,596	-0,85
-0,592	-0,85
-0,589	-0,85
-0,586	-0,85
-0,583	-0,85
-0,580	-0,85
-0,577	-0,84
-0,574	-0,84
-0,570	-0,84
-0,567	-0,84
-0,564	-0,84
-0,562	-0,84
-0,558	-0,84
-0,555	-0,84
-0,553	-0,84
-0,549	-0,84
-0,546	-0,84
-0,543	-0,84
-0,540	-0,83
-0,537	-0,83
-0,534	-0,83
-0,531	-0,83
-0,528	-0,83
-0,525	-0,83
-0,522	-0,83
-0,519	-0,83
-0,516	-0,83
-0,513	-0,82
-0,510	-0,82
-0,507	-0,82
-0,504	-0,82
-0,501	-0,82
-0,498	-0,82
-0,495	-0,82
-0,491	-0,82
-0,489	-0,82
-0,485	-0,81
-0,482	-0,81
-0,479	-0,81
-0,477	-0,81
-0,474	-0,81
-0,470	-0,81
-0,467	-0,81
-0,465	-0,81
-0,461	-0,80
-0,459	-0,80
-0,456	-0,80
-0,453	-0,80
-0,450	-0,80
-0,447	-0,80
-0,444	-0,80
-0,441	-0,79
-0,438	-0,79
-0,435	-0,79
-0,432	-0,79
-0,429	-0,79
-0,426	-0,79
-0,423	-0,78
-0,421	-0,78
-0,418	-0,78
-0,415	-0,78
-0,412	-0,78
-0,409	-0,78
-0,406	-0,77
-0,403	-0,77
-0,400	-0,77
-0,398	-0,77
-0,395	-0,77
-0,392	-0,77
-0,389	-0,76
-0,386	-0,76
-0,383	-0,76
-0,380	-0,76
-0,378	-0,76
-0,375	-0,75
-0,372	-0,75
-0,369	-0,75
-0,366	-0,75
-0,363	-0,75
-0,361	-0,74
-0,358	-0,74
-0,355	-0,74
-0,352	-0,74
-0,350	-0,73
-0,347	-0,73
-0,344	-0,73
-0,342	-0,73
-0,339	-0,73
-0,336	-0,72
-0,334	-0,72
-0,331	-0,72
-0,328	-0,72
-0,326	-0,71
-0,323	-0,71
-0,321	-0,71
-0,318	-0,71
-0,316	-0,70
-0,313	-0,70
-0,311	-0,70
-0,308	-0,70
-0,306	-0,69
-0,303	-0,69
-0,300	-0,69
-0,298	-0,68
-0,295	-0,68
-0,293	-0,68
-0,290	-0,67
-0,288	-0,67
-0,285	-0,67
-0,283	-0,67
-0,280	-0,66
-0,278	-0,66
-0,275	-0,66
-0,273	-0,65
-0,271	-0,65
-0,268	-0,65
-0,266	-0,64
-0,263	-0,64
-0,261	-0,64
-0,258	-0,63
-0,256	-0,63
-0,253	-0,62
-0,251	-0,62
-0,248	-0,62
-0,246	-0,61
-0,243	-0,61
-0,241	-0,61
-0,238	-0,60
-0,236	-0,60
-0,233	-0,60
-0,231	-0,59
-0,229	-0,59
-0,226	-0,58
-0,224	-0,58
-0,221	-0,58
-0,219	-0,57
-0,216	-0,57
-0,214	-0,56
-0,212	-0,56
-0,209	-0,55
-0,206	-0,55
-0,204	-0,55
-0,202	-0,54
-0,199	-0,54
-0,196	-0,53
-0,194	-0,53
-0,191	-0,52
-0,189	-0,52
-0,187	-0,51
-0,184	-0,51
-0,182	-0,51
-0,179	-0,50
-0,177	-0,50
-0,174	-0,49
-0,172	-0,49
-0,169	-0,48
-0,167	-0,48
-0,164	-0,47
-0,161	-0,47
-0,159	-0,46
-0,157	-0,46
-0,154	-0,45
-0,151	-0,45
-0,149	-0,44
-0,146	-0,44
-0,144	-0,43
-0,141	-0,42
-0,139	-0,42
-0,136	-0,41
-0,134	-0,41
-0,131	-0,40
-0,129	-0,40
-0,126	-0,39
-0,123	-0,39
-0,121	-0,38
-0,118	-0,37
-0,116	-0,37
-0,113	-0,36
-0,111	-0,36
-0,108	-0,35
-0,106	-0,35
-0,103	-0,34
-0,100	-0,33
-0,098	-0,33
-0,096	-0,32
-0,093	-0,32
-0,090	-0,31
-0,088	-0,30
-0,085	-0,30
-0,083	-0,29
-0,080	-0,28
-0,077	-0,28
-0,075	-0,27
-0,072	-0,27
-0,070	-0,26
-0,067	-0,25
-0,065	-0,25
-0,062	-0,24
-0,059	-0,23
-0,057	-0,23
-0,054	-0,22
-0,052	-0,21
-0,049	-0,21
-0,046	-0,20
-0,044	-0,19
-0,041	-0,19
-0,039	-0,18
-0,036	-0,17
-0,033	-0,17
-0,031	-0,16
-0,028	-0,15
-0,025	-0,15
-0,023	-0,14
-0,020	-0,13
-0,017	-0,12
-0,015	-0,12
-0,012	-0,11
-0,010	-0,10
-0,005	-0,10
-0,004	-0,09
-0,001	-0,08
0,002	-0,07
0,004	-0,07
0,007	-0,06
0,010	-0,05
0,013	-0,05
0,015	-0,04
0,018	-0,03
0,021	-0,02
0,023	-0,02
0,026	-0,01
0,029	0,00
0,032	0,01
0,035	0,01
0,037	0,02
0,040	0,03
0,043	0,04
0,046	0,05
0,048	0,05
0,051	0,06
0,054	0,07
0,057	0,08
0,060	0,08
0,063	0,09
0,065	0,10
0,068	0,11
0,071	0,12
0,074	0,12
0,077	0,13
0,080	0,14
0,083	0,15
0,086	0,16
0,089	0,16
0,092	0,17
0,095	0,18
0,099	0,19
0,101	0,20
0,104	0,20
0,107	0,21
0,110	0,22
0,113	0,23
0,117	0,24
0,120	0,24
0,123	0,25
0,126	0,26
0,130	0,27
0,133	0,28
0,136	0,28
0,139	0,29
0,142	0,30
0,145	0,31
0,149	0,32
0,152	0,32
0,156	0,33
0,159	0,34
0,162	0,35
0,166	0,36
0,169	0,36
0,173	0,37
0,176	0,38
0,179	0,39
0,183	0,40
0,186	0,40
0,190	0,41
0,193	0,42
0,197	0,43
0,200	0,44
0,204	0,45
0,207	0,45
0,211	0,46
0,215	0,47
0,218	0,48
0,222	0,49
0,225	0,49
0,229	0,50
0,233	0,51
0,236	0,52
0,240	0,52
0,244	0,53
0,247	0,54
0,251	0,55
0,255	0,56
0,259	0,56
0,263	0,57
0,266	0,58
0,270	0,59
0,274	0,59
0,278	0,60
0,282	0,61
0,286	0,62
0,290	0,62
0,294	0,63
0,298	0,64
0,302	0,65
0,306	0,65
0,310	0,66
0,315	0,67
0,319	0,68
0,323	0,68
0,327	0,69
0,331	0,70
0,336	0,70
0,340	0,71
0,344	0,72
0,349	0,73
0,353	0,73
0,358	0,74
0,362	0,75
0,367	0,75
0,371	0,76
0,376	0,77
0,381	0,77
0,386	0,78
0,390	0,78
0,395	0,79
0,400	0,80
0,405	0,80
0,410	0,81
0,415	0,81
0,420	0,82
0,425	0,83
0,430	0,83
0,435	0,84
0,441	0,84
0,446	0,85
0,451	0,85
0,456	0,86
0,462	0,86
0,467	0,87
0,473	0,87
0,478	0,88
0,483	0,88
0,489	0,89
0,494	0,89
0,500	0,90
0,506	0,90
0,511	0,91
0,517	0,91
0,523	0,91
0,529	0,92
0,534	0,92
0,540	0,93
0,546	0,93
0,551	0,93
0,557	0,94
0,562	0,94
0,568	0,94
0,573	0,95
0,579	0,95
0,584	0,95
0,589	0,96
0,594	0,96
0,600	0,96
0,605	0,96
0,610	0,97
0,615	0,97
0,620	0,97
0,625	0,97
0,629	0,98
0,634	0,98
0,639	0,98
0,644	0,98
0,649	0,98
0,653	0,99
0,657	0,99
0,662	0,99
0,666	0,99
0,671	0,99
0,675	0,99
0,679	1,00
0,683	1,00
0,687	1,00
0,692	1,00
0,695	1,00
0,700	1,00
0,704	1,01
0,708	1,01
0,712	1,01
0,716	1,01
0,720	1,01
0,723	1,01
0,727	1,01
0,731	1,01
0,735	1,02
0,738	1,02
0,742	1,02
0,746	1,02
0,750	1,02
0,753	1,02
0,757	1,02
0,761	1,02
0,764	1,02
0,768	1,03
0,772	1,03
0,775	1,03
0,779	1,03
0,782	1,03
0,786	1,03
0,789	1,03
0,793	1,03
0,797	1,03
