I_1 / A	&F / Vs
-0,774	-0,89
-0,778	-0,89
-0,781	-0,90
-0,785	-0,90
-0,789	-0,90
-0,793	-0,90
-0,797	-0,90
-0,800	-0,90
-0,804	-0,90
-0,807	-0,91
-0,811	-0,91
-0,814	-0,91
-0,816	-0,91
-0,818	-0,91
-0,819	-0,91
-0,819	-0,91
-0,820	-0,91
-0,819	-0,91
-0,818	-0,91
-0,816	-0,91
-0,814	-0,91
-0,812	-0,91
-0,809	-0,91
-0,807	-0,91
-0,804	-0,91
-0,801	-0,91
-0,798	-0,91
-0,795	-0,91
-0,792	-0,91
-0,789	-0,91
-0,786	-0,91
-0,783	-0,91
-0,779	-0,91
-0,776	-0,91
-0,773	-0,90
-0,770	-0,90
-0,767	-0,90
-0,764	-0,90
-0,760	-0,90
-0,757	-0,90
-0,754	-0,90
-0,751	-0,90
-0,747	-0,90
-0,744	-0,90
-0,741	-0,90
-0,738	-0,90
-0,735	-0,90
-0,731	-0,90
-0,728	-0,90
-0,725	-0,90
-0,721	-0,90
-0,718	-0,90
-0,715	-0,90
-0,711	-0,89
-0,708	-0,89
-0,705	-0,89
-0,702	-0,89
-0,699	-0,89
-0,695	-0,89
-0,692	-0,89
-0,689	-0,89
-0,686	-0,89
-0,683	-0,89
-0,680	-0,89
-0,677	-0,89
-0,674	-0,89
-0,670	-0,89
-0,667	-0,89
-0,664	-0,88
-0,661	-0,88
-0,658	-0,88
-0,655	-0,88
-0,652	-0,88
-0,648	-0,88
-0,645	-0,88
-0,642	-0,88
-0,639	-0,88
-0,636	-0,88
-0,633	-0,88
-0,629	-0,88
-0,626	-0,88
-0,623	-0,87
-0,620	-0,87
-0,617	-0,87
-0,614	-0,87
-0,611	-0,87
-0,608	-0,87
-0,605	-0,87
-0,602	-0,87
-0,598	-0,87
-0,595	-0,87
-0,592	-0,87
-0,589	-0,86
-0,586	-0,86
-0,583	-0,86
-0,580	-0,86
-0,577	-0,86
-0,574	-0,86
-0,571	-0,86
-0,568	-0,86
-0,565	-0,86
-0,562	-0,85
-0,559	-0,85
-0,556	-0,85
-0,553	-0,85
-0,550	-0,85
-0,547	-0,85
-0,544	-0,85
-0,541	-0,85
-0,538	-0,85
-0,535	-0,84
-0,532	-0,84
-0,529	-0,84
-0,526	-0,84
-0,523	-0,84
-0,520	-0,84
-0,517	-0,84
-0,515	-0,84
-0,511	-0,83
-0,508	-0,83
-0,505	-0,83
-0,503	-0,83
-0,499	-0,83
-0,496	-0,83
-0,494	-0,83
-0,491	-0,82
-0,488	-0,82
-0,485	-0,82
-0,482	-0,82
-0,479	-0,82
-0,476	-0,82
-0,473	-0,82
-0,470	-0,81
-0,467	-0,81
-0,464	-0,81
-0,461	-0,81
-0,459	-0,81
-0,456	-0,81
-0,453	-0,80
-0,450	-0,80
-0,447	-0,80
-0,445	-0,80
-0,442	-0,80
-0,439	-0,79
-0,436	-0,79
-0,433	-0,79
-0,430	-0,79
-0,428	-0,79
-0,425	-0,79
-0,422	-0,78
-0,419	-0,78
-0,416	-0,78
-0,414	-0,78
-0,411	-0,78
-0,408	-0,77
-0,405	-0,77
-0,403	-0,77
-0,400	-0,77
-0,397	-0,76
-0,395	-0,76
-0,392	-0,76
-0,389	-0,76
-0,386	-0,75
-0,383	-0,75
-0,381	-0,75
-0,378	-0,75
-0,375	-0,75
-0,372	-0,74
-0,370	-0,74
-0,367	-0,74
-0,365	-0,74
-0,362	-0,73
-0,359	-0,73
-0,357	-0,73
-0,354	-0,72
-0,351	-0,72
-0,348	-0,72
-0,346	-0,72
-0,343	-0,71
-0,340	-0,71
-0,338	-0,71
-0,335	-0,71
-0,333	-0,70
-0,330	-0,70
-0,327	-0,70
-0,325	-0,69
-0,322	-0,69
-0,320	-0,69
-0,317	-0,68
-0,315	-0,68
-0,312	-0,68
-0,309	-0,67
-0,307	-0,67
-0,304	-0,67
-0,302	-0,66
-0,299	-0,66
-0,296	-0,66
-0,294	-0,65
-0,291	-0,65
-0,289	-0,65
-0,286	-0,64
-0,283	-0,64
-0,281	-0,64
-0,278	-0,63
-0,276	-0,63
-0,273	-0,63
-0,270	-0,62
-0,268	-0,62
-0,265	-0,62
-0,262	-0,61
-0,260	-0,61
-0,257	-0,60
-0,254	-0,60
-0,252	-0,60
-0,249	-0,59
-0,247	-0,59
-0,244	-0,58
-0,241	-0,58
-0,239	-0,58
-0,236	-0,57
-0,233	-0,57
-0,231	-0,56
-0,228	-0,56
-0,226	-0,56
-0,223	-0,55
-0,220	-0,55
-0,218	-0,54
-0,215	-0,54
-0,212	-0,53
-0,210	-0,53
-0,207	-0,53
-0,204	-0,52
-0,202	-0,52
-0,199	-0,51
-0,196	-0,51
-0,194	-0,50
-0,191	-0,50
-0,188	-0,49
-0,186	-0,49
-0,183	-0,48
-0,180	-0,48
-0,177	-0,47
-0,175	-0,47
-0,172	-0,46
-0,169	-0,46
-0,166	-0,45
-0,164	-0,45
-0,161	-0,44
-0,158	-0,44
-0,155	-0,43
-0,153	-0,43
-0,150	-0,42
-0,147	-0,42
-0,144	-0,41
-0,141	-0,41
-0,139	-0,40
-0,136	-0,40
-0,133	-0,39
-0,130	-0,39
-0,127	-0,38
-0,124	-0,38
-0,122	-0,37
-0,119	-0,37
-0,116	-0,36
-0,113	-0,36
-0,110	-0,35
-0,108	-0,35
-0,105	-0,34
-0,102	-0,33
-0,099	-0,33
-0,096	-0,32
-0,093	-0,32
-0,091	-0,31
-0,088	-0,31
-0,085	-0,30
-0,082	-0,29
-0,079	-0,29
-0,076	-0,28
-0,073	-0,28
-0,070	-0,27
-0,067	-0,27
-0,065	-0,26
-0,062	-0,25
-0,059	-0,25
-0,056	-0,24
-0,053	-0,24
-0,050	-0,23
-0,047	-0,22
-0,044	-0,22
-0,041	-0,21
-0,038	-0,21
-0,035	-0,20
-0,032	-0,19
-0,029	-0,19
-0,026	-0,18
-0,023	-0,18
-0,020	-0,17
-0,017	-0,16
-0,014	-0,16
-0,011	-0,15
-0,007	-0,15
-0,004	-0,14
-0,001	-0,13
0,002	-0,13
0,005	-0,12
0,008	-0,12
0,011	-0,11
0,015	-0,10
0,017	-0,10
0,021	-0,09
0,024	-0,08
0,027	-0,08
0,030	-0,07
0,033	-0,07
0,036	-0,06
0,040	-0,05
0,043	-0,05
0,046	-0,04
0,049	-0,03
0,052	-0,03
0,055	-0,02
0,059	-0,02
0,062	-0,01
0,065	0,00
0,068	0,00
0,071	0,01
0,075	0,02
0,078	0,02
0,081	0,03
0,084	0,04
0,087	0,04
0,091	0,05
0,094	0,05
0,097	0,06
0,100	0,07
0,104	0,07
0,107	0,08
0,110	0,09
0,113	0,09
0,117	0,10
0,120	0,11
0,123	0,11
0,126	0,12
0,130	0,12
0,133	0,13
0,137	0,14
0,140	0,14
0,143	0,15
0,146	0,16
0,150	0,16
0,153	0,17
0,156	0,18
0,160	0,18
0,163	0,19
0,166	0,19
0,170	0,20
0,173	0,21
0,176	0,21
0,180	0,22
0,183	0,23
0,187	0,23
0,190	0,24
0,193	0,25
0,197	0,25
0,200	0,26
0,204	0,27
0,207	0,27
0,210	0,28
0,214	0,28
0,217	0,29
0,221	0,30
0,224	0,30
0,228	0,31
0,231	0,32
0,235	0,32
0,238	0,33
0,242	0,34
0,245	0,34
0,249	0,35
0,252	0,35
0,256	0,36
0,259	0,37
0,263	0,37
0,267	0,38
0,270	0,39
0,274	0,39
0,277	0,40
0,281	0,41
0,285	0,41
0,288	0,42
0,292	0,42
0,295	0,43
0,299	0,44
0,303	0,44
0,306	0,45
0,310	0,46
0,314	0,46
0,318	0,47
0,321	0,47
0,325	0,48
0,329	0,49
0,333	0,49
0,336	0,50
0,340	0,50
0,344	0,51
0,348	0,52
0,352	0,52
0,356	0,53
0,359	0,53
0,363	0,54
0,367	0,55
0,371	0,55
0,375	0,56
0,379	0,56
0,383	0,57
0,387	0,58
0,391	0,58
0,395	0,59
0,399	0,59
0,403	0,60
0,407	0,60
0,411	0,61
0,415	0,62
0,419	0,62
0,424	0,63
0,428	0,63
0,432	0,64
0,436	0,64
0,440	0,65
0,445	0,65
0,449	0,66
0,453	0,66
0,457	0,67
0,461	0,67
0,466	0,68
0,470	0,68
0,474	0,69
0,479	0,69
0,483	0,70
0,487	0,70
0,492	0,71
0,496	0,71
0,501	0,72
0,505	0,72
0,510	0,73
0,515	0,73
0,519	0,74
0,524	0,74
0,528	0,75
0,533	0,75
0,538	0,76
0,542	0,76
0,547	0,76
0,551	0,77
0,556	0,77
0,561	0,78
0,565	0,78
0,570	0,78
0,575	0,79
0,579	0,79
0,584	0,80
0,589	0,80
0,593	0,80
0,598	0,81
0,603	0,81
0,607	0,81
0,612	0,82
0,617	0,82
0,621	0,82
0,626	0,83
0,630	0,83
0,635	0,83
0,639	0,83
0,644	0,84
0,649	0,84
0,653	0,84
0,658	0,85
0,662	0,85
0,667	0,85
0,671	0,85
0,675	0,86
0,680	0,86
0,684	0,86
0,688	0,86
0,693	0,87
0,697	0,87
0,701	0,87
0,705	0,87
0,709	0,88
0,713	0,88
0,718	0,88
0,722	0,88
0,726	0,88
0,730	0,89
0,734	0,89
0,738	0,89
0,742	0,89
0,746	0,89
0,750	0,90
0,753	0,90
0,757	0,90
0,761	0,90
0,765	0,90
0,769	0,90
0,773	0,91
0,776	0,91
0,780	0,91
0,784	0,91
0,788	0,91
0,791	0,91
