I_1 / A	&F / Vs
0,208	0,60
0,205	0,60
0,203	0,59
0,200	0,59
0,198	0,59
0,195	0,58
0,193	0,58
0,190	0,57
0,188	0,57
0,185	0,56
0,183	0,56
0,180	0,55
0,178	0,55
0,175	0,54
0,173	0,54
0,170	0,53
0,168	0,53
0,165	0,52
0,163	0,52
0,160	0,51
0,158	0,51
0,155	0,50
0,153	0,50
0,150	0,49
0,148	0,49
0,145	0,48
0,143	0,47
0,140	0,47
0,138	0,46
0,135	0,46
0,132	0,45
0,130	0,45
0,127	0,44
0,125	0,43
0,122	0,43
0,119	0,42
0,117	0,42
0,114	0,41
0,112	0,41
0,109	0,40
0,107	0,39
0,104	0,39
0,102	0,38
0,099	0,38
0,096	0,37
0,094	0,36
0,091	0,36
0,089	0,35
0,086	0,34
0,083	0,34
0,081	0,33
0,078	0,33
0,076	0,32
0,073	0,31
0,070	0,31
0,068	0,30
0,065	0,29
0,062	0,29
0,060	0,28
0,057	0,27
0,054	0,27
0,052	0,26
0,049	0,25
0,047	0,25
0,044	0,24
0,041	0,23
0,038	0,23
0,036	0,22
0,033	0,21
0,030	0,20
0,027	0,20
0,025	0,19
0,022	0,18
0,019	0,18
0,016	0,17
0,014	0,16
0,011	0,15
0,008	0,15
0,005	0,14
0,002	0,13
-0,001	0,13
-0,004	0,12
-0,005	0,11
-0,009	0,10
-0,013	0,10
-0,015	0,09
-0,018	0,08
-0,021	0,08
-0,024	0,07
-0,027	0,06
-0,030	0,05
-0,033	0,05
-0,036	0,04
-0,038	0,03
-0,042	0,02
-0,044	0,02
-0,047	0,01
-0,050	0,00
-0,053	-0,01
-0,056	-0,01
-0,060	-0,02
-0,062	-0,03
-0,066	-0,04
-0,069	-0,05
-0,072	-0,05
-0,075	-0,06
-0,078	-0,07
-0,081	-0,08
-0,084	-0,08
-0,087	-0,09
-0,090	-0,10
-0,093	-0,11
-0,096	-0,11
-0,099	-0,12
-0,103	-0,13
-0,106	-0,14
-0,109	-0,14
-0,112	-0,15
-0,116	-0,16
-0,118	-0,17
-0,122	-0,18
-0,125	-0,18
-0,128	-0,19
-0,132	-0,20
-0,135	-0,21
-0,138	-0,21
-0,141	-0,22
-0,144	-0,23
-0,148	-0,24
-0,151	-0,25
-0,154	-0,25
-0,157	-0,26
-0,161	-0,27
-0,164	-0,28
-0,167	-0,29
-0,171	-0,29
-0,174	-0,30
-0,177	-0,31
-0,181	-0,32
-0,184	-0,32
-0,187	-0,33
-0,191	-0,34
-0,194	-0,35
-0,197	-0,35
-0,201	-0,36
-0,205	-0,37
-0,208	-0,38
-0,211	-0,39
-0,215	-0,39
-0,218	-0,40
-0,222	-0,41
-0,225	-0,42
-0,229	-0,42
-0,232	-0,43
-0,236	-0,44
-0,239	-0,45
-0,243	-0,45
-0,246	-0,46
-0,250	-0,47
-0,253	-0,48
-0,257	-0,48
-0,261	-0,49
-0,264	-0,50
-0,268	-0,51
-0,272	-0,51
-0,275	-0,52
-0,279	-0,53
-0,283	-0,54
-0,286	-0,54
-0,290	-0,55
-0,294	-0,56
-0,298	-0,57
-0,302	-0,57
-0,305	-0,58
-0,309	-0,59
-0,313	-0,59
-0,317	-0,60
-0,321	-0,61
-0,325	-0,62
-0,329	-0,62
-0,333	-0,63
-0,337	-0,64
-0,341	-0,64
-0,345	-0,65
-0,349	-0,66
-0,354	-0,67
-0,358	-0,67
-0,362	-0,68
-0,366	-0,69
-0,371	-0,69
-0,375	-0,70
-0,379	-0,71
-0,384	-0,71
-0,388	-0,72
-0,393	-0,72
-0,397	-0,73
-0,402	-0,74
-0,406	-0,74
-0,411	-0,75
-0,416	-0,76
-0,420	-0,76
-0,425	-0,77
-0,430	-0,77
-0,435	-0,78
-0,440	-0,78
-0,445	-0,79
-0,450	-0,80
-0,455	-0,80
-0,460	-0,81
-0,465	-0,81
-0,470	-0,82
-0,475	-0,82
-0,480	-0,83
-0,486	-0,83
-0,491	-0,84
-0,496	-0,84
-0,502	-0,85
-0,507	-0,85
-0,513	-0,86
-0,518	-0,86
-0,524	-0,86
-0,529	-0,87
-0,535	-0,87
-0,540	-0,88
-0,546	-0,88
-0,551	-0,88
-0,556	-0,89
-0,562	-0,89
-0,567	-0,89
-0,572	-0,90
-0,578	-0,90
-0,583	-0,90
-0,588	-0,91
-0,593	-0,91
-0,598	-0,91
-0,604	-0,92
-0,608	-0,92
-0,613	-0,92
-0,618	-0,92
-0,623	-0,93
-0,628	-0,93
-0,633	-0,93
-0,637	-0,93
-0,642	-0,94
-0,647	-0,94
-0,651	-0,94
-0,656	-0,94
-0,660	-0,94
-0,665	-0,95
-0,669	-0,95
-0,674	-0,95
-0,678	-0,95
-0,682	-0,95
-0,687	-0,96
-0,691	-0,96
-0,695	-0,96
-0,699	-0,96
-0,703	-0,96
-0,707	-0,97
-0,711	-0,97
-0,715	-0,97
-0,719	-0,97
-0,723	-0,97
-0,727	-0,97
-0,731	-0,97
-0,735	-0,98
-0,739	-0,98
-0,743	-0,98
-0,747	-0,98
-0,750	-0,98
-0,754	-0,98
-0,758	-0,98
-0,762	-0,99
-0,766	-0,99
-0,769	-0,99
-0,773	-0,99
-0,777	-0,99
-0,781	-0,99
-0,784	-0,99
-0,788	-1,00
-0,792	-1,00
-0,795	-1,00
-0,799	-1,00
-0,803	-1,00
-0,806	-1,00
-0,809	-1,00
-0,813	-1,00
-0,817	-1,01
-0,819	-1,01
-0,821	-1,01
-0,822	-1,01
-0,823	-1,01
-0,823	-1,01
-0,823	-1,01
-0,821	-1,01
-0,819	-1,01
-0,817	-1,01
-0,815	-1,01
-0,812	-1,01
-0,809	-1,01
-0,807	-1,01
-0,804	-1,01
-0,800	-1,01
-0,798	-1,01
-0,794	-1,01
-0,791	-1,01
-0,788	-1,01
-0,785	-1,00
-0,782	-1,00
-0,778	-1,00
-0,775	-1,00
-0,772	-1,00
-0,769	-1,00
-0,766	-1,00
-0,762	-1,00
-0,759	-1,00
-0,756	-1,00
-0,753	-1,00
-0,749	-1,00
-0,746	-1,00
-0,743	-1,00
-0,740	-1,00
-0,737	-1,00
-0,733	-1,00
-0,730	-1,00
-0,727	-1,00
-0,723	-1,00
-0,720	-1,00
-0,717	-1,00
-0,713	-1,00
-0,710	-0,99
-0,707	-0,99
-0,704	-0,99
-0,700	-0,99
-0,697	-0,99
-0,694	-0,99
-0,691	-0,99
-0,688	-0,99
-0,685	-0,99
-0,681	-0,99
-0,678	-0,99
-0,675	-0,99
-0,672	-0,99
-0,668	-0,99
-0,665	-0,99
-0,662	-0,99
-0,659	-0,99
-0,656	-0,99
-0,653	-0,99
-0,650	-0,98
-0,646	-0,98
-0,643	-0,98
-0,640	-0,98
-0,637	-0,98
-0,634	-0,98
-0,630	-0,98
-0,627	-0,98
-0,624	-0,98
-0,621	-0,98
-0,618	-0,98
-0,614	-0,98
-0,612	-0,98
-0,608	-0,98
-0,605	-0,98
-0,602	-0,97
-0,599	-0,97
-0,596	-0,97
-0,593	-0,97
-0,590	-0,97
-0,587	-0,97
-0,584	-0,97
-0,580	-0,97
-0,577	-0,97
-0,574	-0,97
-0,571	-0,97
-0,568	-0,97
-0,565	-0,96
-0,562	-0,96
-0,559	-0,96
-0,556	-0,96
-0,553	-0,96
-0,550	-0,96
-0,547	-0,96
-0,544	-0,96
-0,541	-0,96
-0,538	-0,96
-0,535	-0,96
-0,532	-0,95
-0,529	-0,95
-0,526	-0,95
-0,523	-0,95
-0,520	-0,95
-0,517	-0,95
-0,514	-0,95
-0,510	-0,95
-0,507	-0,95
-0,504	-0,95
-0,501	-0,94
-0,498	-0,94
-0,495	-0,94
-0,492	-0,94
-0,489	-0,94
-0,486	-0,94
-0,483	-0,94
-0,480	-0,94
-0,477	-0,93
-0,474	-0,93
-0,471	-0,93
-0,468	-0,93
-0,465	-0,93
-0,462	-0,93
-0,459	-0,93
-0,456	-0,93
-0,453	-0,92
-0,451	-0,92
-0,447	-0,92
-0,444	-0,92
-0,442	-0,92
-0,439	-0,92
-0,436	-0,92
-0,433	-0,91
-0,430	-0,91
-0,427	-0,91
-0,424	-0,91
-0,421	-0,91
-0,418	-0,91
-0,416	-0,90
-0,413	-0,90
-0,410	-0,90
-0,407	-0,90
-0,404	-0,90
-0,401	-0,90
-0,398	-0,89
-0,396	-0,89
-0,392	-0,89
-0,390	-0,89
-0,387	-0,89
-0,384	-0,88
-0,381	-0,88
-0,378	-0,88
-0,376	-0,88
-0,373	-0,88
-0,370	-0,87
-0,367	-0,87
-0,365	-0,87
-0,362	-0,87
-0,359	-0,87
-0,356	-0,86
-0,354	-0,86
-0,351	-0,86
-0,348	-0,86
-0,346	-0,85
-0,343	-0,85
-0,340	-0,85
-0,338	-0,85
-0,335	-0,84
-0,332	-0,84
-0,330	-0,84
-0,327	-0,84
-0,325	-0,83
-0,322	-0,83
-0,319	-0,83
-0,317	-0,83
-0,314	-0,82
-0,312	-0,82
-0,309	-0,82
-0,307	-0,82
-0,304	-0,81
-0,302	-0,81
-0,299	-0,81
-0,297	-0,80
-0,294	-0,80
-0,292	-0,80
-0,289	-0,80
-0,287	-0,79
-0,284	-0,79
-0,282	-0,79
-0,280	-0,78
-0,277	-0,78
-0,275	-0,78
-0,272	-0,77
-0,270	-0,77
-0,267	-0,77
-0,265	-0,76
-0,262	-0,76
-0,260	-0,76
-0,258	-0,75
-0,255	-0,75
-0,252	-0,74
-0,250	-0,74
-0,247	-0,74
-0,245	-0,73
-0,243	-0,73
-0,240	-0,73
-0,238	-0,72
-0,235	-0,72
-0,233	-0,71
-0,230	-0,71
-0,228	-0,71
-0,226	-0,70
-0,223	-0,70
-0,221	-0,69
-0,218	-0,69
-0,216	-0,69
-0,213	-0,68
-0,211	-0,68
-0,208	-0,67
-0,206	-0,67
-0,204	-0,66
-0,201	-0,66
-0,198	-0,65
-0,196	-0,65
-0,194	-0,65
-0,191	-0,64
-0,189	-0,64
-0,186	-0,63
-0,183	-0,63
-0,181	-0,62
-0,179	-0,62
-0,176	-0,61
-0,174	-0,61
-0,171	-0,60
-0,169	-0,60
-0,166	-0,59
-0,163	-0,59
-0,161	-0,58
-0,159	-0,58
-0,156	-0,57
-0,153	-0,57
-0,151	-0,56
-0,148	-0,55
-0,146	-0,55
-0,143	-0,54
-0,141	-0,54
-0,138	-0,53
-0,136	-0,53
-0,133	-0,52
-0,131	-0,52
-0,128	-0,51
-0,125	-0,50
-0,123	-0,50
-0,120	-0,49
-0,118	-0,49
-0,115	-0,48
-0,113	-0,48
-0,110	-0,47
-0,107	-0,46
-0,105	-0,46
-0,102	-0,45
-0,100	-0,45
-0,097	-0,44
-0,094	-0,43
-0,092	-0,43
-0,089	-0,42
-0,087	-0,41
-0,084	-0,41
-0,082	-0,40
-0,079	-0,40
-0,077	-0,39
-0,074	-0,38
-0,071	-0,38
-0,069	-0,37
-0,066	-0,36
-0,063	-0,36
-0,061	-0,35
-0,058	-0,34
-0,055	-0,34
-0,053	-0,33
-0,050	-0,32
-0,047	-0,32
-0,045	-0,31
-0,042	-0,30
-0,039	-0,30
-0,037	-0,29
-0,034	-0,28
-0,031	-0,28
-0,029	-0,27
-0,026	-0,26
-0,023	-0,25
-0,020	-0,25
-0,018	-0,24
-0,015	-0,23
-0,012	-0,23
-0,010	-0,22
-0,005	-0,21
-0,004	-0,20
-0,001	-0,20
0,002	-0,19
0,005	-0,18
0,008	-0,17
0,011	-0,17
0,014	-0,16
0,017	-0,15
0,019	-0,15
0,022	-0,14
0,025	-0,13
0,028	-0,12
0,031	-0,12
0,034	-0,11
0,037	-0,10
0,040	-0,09
0,043	-0,09
0,046	-0,08
0,049	-0,07
0,051	-0,06
0,054	-0,06
0,057	-0,05
0,061	-0,04
0,063	-0,03
0,067	-0,02
0,070	-0,02
0,073	-0,01
0,076	0,00
0,079	0,01
0,082	0,01
0,085	0,02
0,088	0,03
0,091	0,04
0,094	0,04
0,097	0,05
0,100	0,06
0,103	0,07
0,107	0,08
0,110	0,08
0,113	0,09
0,116	0,10
0,119	0,11
0,123	0,11
0,126	0,12
0,129	0,13
0,132	0,14
0,136	0,15
0,139	0,15
0,142	0,16
0,145	0,17
0,148	0,18
0,152	0,18
0,155	0,19
0,158	0,20
0,162	0,21
0,165	0,22
0,169	0,22
0,172	0,23
0,175	0,24
0,179	0,25
0,182	0,25
0,185	0,26
0,189	0,27
0,192	0,28
0,195	0,29
0,199	0,29
0,202	0,30
0,206	0,31
0,209	0,32
0,213	0,33
0,216	0,33
0,220	0,34
0,223	0,35
0,227	0,36
0,230	0,36
0,234	0,37
0,238	0,38
0,241	0,39
0,245	0,39
0,248	0,40
0,252	0,41
0,256	0,42
0,259	0,43
0,263	0,43
0,267	0,44
0,270	0,45
0,274	0,46
0,278	0,46
0,282	0,47
0,286	0,48
0,289	0,49
0,293	0,49
0,297	0,50
0,301	0,51
0,305	0,52
0,309	0,52
0,313	0,53
0,317	0,54
0,321	0,55
0,325	0,55
0,329	0,56
0,333	0,57
0,337	0,57
0,342	0,58
0,346	0,59
0,350	0,60
0,355	0,60
0,359	0,61
0,363	0,62
0,368	0,62
0,372	0,63
0,377	0,64
0,381	0,64
0,386	0,65
0,390	0,66
0,395	0,66
0,400	0,67
0,404	0,68
0,409	0,68
0,414	0,69
0,419	0,69
0,424	0,70
0,429	0,71
0,434	0,71
0,439	0,72
0,444	0,72
0,449	0,73
0,455	0,73
0,460	0,74
0,465	0,75
0,470	0,75
0,476	0,76
0,481	0,76
0,487	0,76
0,492	0,77
0,498	0,77
0,503	0,78
0,509	0,78
0,515	0,79
0,520	0,79
0,526	0,80
0,532	0,80
0,537	0,81
0,543	0,81
0,548	0,81
0,554	0,82
0,560	0,82
0,565	0,82
0,570	0,83
0,576	0,83
0,581	0,83
0,587	0,84
0,592	0,84
0,597	0,84
0,602	0,85
0,607	0,85
0,613	0,85
0,618	0,85
0,622	0,86
0,627	0,86
0,632	0,86
0,637	0,86
0,642	0,87
0,646	0,87
0,651	0,87
0,656	0,87
0,660	0,87
0,665	0,88
0,669	0,88
0,673	0,88
0,678	0,88
0,682	0,88
0,686	0,89
0,690	0,89
0,694	0,89
0,699	0,89
0,703	0,89
0,707	0,89
0,711	0,89
0,715	0,90
0,719	0,90
0,722	0,90
0,726	0,90
0,730	0,90
0,734	0,90
0,738	0,91
0,742	0,91
0,745	0,91
0,749	0,91
0,753	0,91
0,757	0,91
0,760	0,91
0,764	0,91
0,767	0,92
0,771	0,92
0,775	0,92
0,778	0,92
0,782	0,92
0,785	0,92
0,789	0,92
0,793	0,92
0,796	0,93
