I_1 / A	&F / Vs
0,667	0,95
0,670	0,96
0,674	0,96
0,678	0,96
0,681	0,96
0,685	0,96
0,689	0,96
0,692	0,96
0,695	0,96
0,699	0,96
0,703	0,96
0,706	0,97
0,710	0,97
0,713	0,97
0,717	0,97
0,720	0,97
0,724	0,97
0,727	0,97
0,731	0,97
0,734	0,98
0,738	0,98
0,741	0,98
0,745	0,98
0,748	0,98
0,752	0,98
0,755	0,98
0,758	0,98
0,762	0,98
0,765	0,98
0,769	0,98
0,772	0,99
0,776	0,99
0,779	0,99
0,783	0,99
0,786	0,99
0,789	0,99
0,793	0,99
0,796	0,99
0,800	0,99
0,803	0,99
0,807	0,99
0,810	1,00
0,812	1,00
0,813	1,00
0,814	1,00
0,814	1,00
0,813	1,00
0,812	1,00
0,809	1,00
0,807	1,00
0,804	1,00
0,801	1,00
0,798	1,00
0,796	1,00
0,792	1,00
0,789	1,00
0,786	1,00
0,783	1,00
0,780	1,00
0,777	1,00
0,774	1,00
0,770	1,00
0,767	1,00
0,764	1,00
0,761	1,00
0,758	1,00
0,754	1,00
0,751	1,00
0,748	1,00
0,745	1,00
0,741	1,00
0,738	0,99
0,735	0,99
0,732	0,99
0,728	0,99
0,725	0,99
0,722	0,99
0,719	0,99
0,715	0,99
0,712	0,99
0,709	0,99
0,706	0,99
0,702	0,99
0,699	0,99
0,696	0,99
0,693	0,99
0,689	0,99
0,686	0,99
0,683	0,99
0,680	0,99
0,676	0,99
0,673	0,99
0,670	0,99
0,667	0,99
0,664	0,99
0,660	0,99
0,657	0,99
0,654	0,99
0,651	0,99
0,647	0,99
0,644	0,99
0,641	0,99
0,637	0,98
0,634	0,98
0,631	0,98
0,628	0,98
0,624	0,98
0,621	0,98
0,618	0,98
0,614	0,98
0,611	0,98
0,608	0,98
0,604	0,98
0,601	0,98
0,598	0,98
0,594	0,98
0,591	0,98
0,588	0,98
0,585	0,98
0,581	0,98
0,578	0,97
0,575	0,97
0,572	0,97
0,568	0,97
0,565	0,97
0,562	0,97
0,559	0,97
0,556	0,97
0,552	0,97
0,549	0,97
0,546	0,97
0,542	0,97
0,539	0,97
0,536	0,97
0,533	0,97
0,530	0,97
0,527	0,97
0,524	0,97
0,521	0,96
0,517	0,96
0,514	0,96
0,510	0,96
0,507	0,96
0,504	0,96
0,501	0,96
0,498	0,96
0,495	0,96
0,491	0,96
0,488	0,96
0,485	0,96
0,482	0,96
0,479	0,96
0,475	0,95
0,472	0,95
0,469	0,95
0,466	0,95
0,463	0,95
0,459	0,95
0,456	0,95
0,453	0,95
0,450	0,95
0,447	0,95
0,444	0,95
0,440	0,94
0,437	0,94
0,434	0,94
0,431	0,94
0,428	0,94
0,425	0,94
0,421	0,94
0,418	0,94
0,415	0,94
0,412	0,94
0,409	0,93
0,406	0,93
0,402	0,93
0,399	0,93
0,396	0,93
0,393	0,93
0,390	0,93
0,387	0,93
0,384	0,93
0,381	0,92
0,377	0,92
0,374	0,92
0,371	0,92
0,368	0,92
0,365	0,92
0,362	0,92
0,359	0,92
0,356	0,91
0,353	0,91
0,349	0,91
0,346	0,91
0,343	0,91
0,340	0,91
0,337	0,91
0,334	0,91
0,331	0,90
0,328	0,90
0,325	0,90
0,322	0,90
0,319	0,90
0,316	0,90
0,313	0,90
0,310	0,90
0,307	0,89
0,304	0,89
0,301	0,89
0,298	0,89
0,295	0,89
0,292	0,89
0,289	0,89
0,286	0,88
0,283	0,88
0,280	0,88
0,277	0,88
0,274	0,88
0,271	0,88
0,269	0,88
0,266	0,87
0,263	0,87
0,260	0,87
0,257	0,87
0,254	0,87
0,251	0,87
0,248	0,86
0,245	0,86
0,242	0,86
0,240	0,86
0,237	0,86
0,234	0,85
0,231	0,85
0,229	0,85
0,226	0,85
0,223	0,85
0,220	0,84
0,217	0,84
0,215	0,84
0,212	0,84
0,209	0,84
0,207	0,83
0,204	0,83
0,201	0,83
0,198	0,83
0,196	0,83
0,193	0,82
0,190	0,82
0,188	0,82
0,185	0,82
0,182	0,81
0,180	0,81
0,177	0,81
0,175	0,81
0,172	0,80
0,170	0,80
0,167	0,80
0,165	0,80
0,162	0,79
0,160	0,79
0,157	0,79
0,155	0,79
0,152	0,78
0,150	0,78
0,147	0,78
0,145	0,77
0,143	0,77
0,140	0,77
0,138	0,76
0,135	0,76
0,133	0,76
0,131	0,75
0,128	0,75
0,126	0,75
0,124	0,74
0,121	0,74
0,119	0,74
0,117	0,73
0,114	0,73
0,112	0,73
0,110	0,72
0,108	0,72
0,105	0,71
0,103	0,71
0,101	0,70
0,099	0,70
0,097	0,70
0,094	0,69
0,092	0,69
0,090	0,68
0,088	0,68
0,086	0,68
0,084	0,67
0,082	0,67
0,080	0,66
0,077	0,66
0,075	0,65
0,073	0,65
0,071	0,64
0,069	0,64
0,067	0,63
0,065	0,63
0,063	0,62
0,061	0,62
0,059	0,61
0,057	0,61
0,055	0,60
0,053	0,60
0,051	0,59
0,049	0,59
0,047	0,58
0,046	0,57
0,044	0,57
0,042	0,56
0,040	0,56
0,038	0,55
0,036	0,55
0,034	0,54
0,033	0,53
0,031	0,53
0,029	0,52
0,027	0,51
0,025	0,51
0,024	0,50
0,022	0,49
0,020	0,49
0,019	0,48
0,017	0,47
0,015	0,47
0,014	0,46
0,012	0,45
0,010	0,45
0,009	0,44
0,007	0,43
0,006	0,42
0,004	0,42
0,003	0,41
0,001	0,40
-0,001	0,39
-0,003	0,39
-0,004	0,38
-0,005	0,37
-0,006	0,36
-0,009	0,35
-0,010	0,34
-0,012	0,33
-0,013	0,33
-0,014	0,32
-0,016	0,31
-0,017	0,30
-0,019	0,29
-0,020	0,28
-0,022	0,27
-0,023	0,27
-0,025	0,26
-0,026	0,25
-0,027	0,24
-0,029	0,23
-0,030	0,22
-0,031	0,21
-0,033	0,20
-0,035	0,19
-0,036	0,18
-0,037	0,17
-0,039	0,16
-0,041	0,15
-0,042	0,14
-0,044	0,13
-0,045	0,12
-0,047	0,11
-0,049	0,10
-0,050	0,09
-0,052	0,08
-0,054	0,06
-0,055	0,05
-0,057	0,04
-0,059	0,03
-0,061	0,02
-0,063	0,01
-0,065	0,00
-0,067	-0,01
-0,069	-0,02
-0,070	-0,04
-0,072	-0,05
-0,075	-0,06
-0,077	-0,07
-0,079	-0,08
-0,081	-0,09
-0,083	-0,10
-0,085	-0,12
-0,087	-0,13
-0,090	-0,14
-0,092	-0,15
-0,094	-0,16
-0,096	-0,18
-0,099	-0,19
-0,101	-0,20
-0,103	-0,21
-0,106	-0,23
-0,108	-0,24
-0,111	-0,25
-0,113	-0,26
-0,116	-0,27
-0,118	-0,29
-0,121	-0,30
-0,124	-0,31
-0,126	-0,32
-0,129	-0,34
-0,132	-0,35
-0,135	-0,36
-0,138	-0,37
-0,141	-0,39
-0,144	-0,40
-0,148	-0,41
-0,151	-0,42
-0,154	-0,44
-0,158	-0,45
-0,162	-0,46
-0,165	-0,47
-0,169	-0,49
-0,173	-0,50
-0,177	-0,51
-0,181	-0,52
-0,185	-0,53
-0,190	-0,55
-0,194	-0,56
-0,199	-0,57
-0,204	-0,58
-0,209	-0,59
-0,214	-0,61
-0,219	-0,62
-0,225	-0,63
-0,230	-0,64
-0,236	-0,65
-0,242	-0,67
-0,248	-0,68
-0,255	-0,69
-0,262	-0,70
-0,268	-0,71
-0,276	-0,72
-0,283	-0,73
-0,290	-0,74
-0,298	-0,75
-0,306	-0,76
-0,314	-0,77
-0,322	-0,78
-0,330	-0,79
-0,339	-0,79
-0,348	-0,80
-0,357	-0,81
-0,366	-0,82
-0,375	-0,83
-0,385	-0,83
-0,394	-0,84
-0,403	-0,85
-0,412	-0,85
-0,422	-0,86
-0,431	-0,87
-0,440	-0,87
-0,449	-0,88
-0,458	-0,88
-0,467	-0,89
-0,475	-0,89
-0,484	-0,89
-0,492	-0,90
-0,500	-0,90
-0,507	-0,91
-0,515	-0,91
-0,522	-0,91
-0,529	-0,92
-0,536	-0,92
-0,543	-0,92
-0,549	-0,92
-0,556	-0,93
-0,562	-0,93
-0,567	-0,93
-0,573	-0,93
-0,579	-0,94
-0,584	-0,94
-0,589	-0,94
-0,594	-0,94
-0,599	-0,94
-0,604	-0,95
-0,608	-0,95
-0,613	-0,95
-0,618	-0,95
-0,622	-0,95
-0,626	-0,95
-0,631	-0,95
-0,635	-0,96
-0,639	-0,96
-0,643	-0,96
-0,647	-0,96
-0,651	-0,96
-0,655	-0,96
-0,659	-0,96
-0,663	-0,96
-0,667	-0,97
-0,670	-0,97
-0,674	-0,97
-0,678	-0,97
-0,681	-0,97
-0,685	-0,97
-0,689	-0,97
-0,693	-0,97
-0,697	-0,97
-0,700	-0,98
-0,704	-0,98
-0,707	-0,98
-0,711	-0,98
-0,715	-0,98
-0,718	-0,98
-0,722	-0,98
-0,726	-0,98
-0,729	-0,98
-0,733	-0,99
-0,737	-0,99
-0,740	-0,99
-0,744	-0,99
-0,747	-0,99
-0,751	-0,99
-0,754	-0,99
-0,758	-0,99
-0,761	-0,99
-0,765	-0,99
-0,769	-0,99
-0,772	-0,99
-0,776	-1,00
-0,779	-1,00
-0,783	-1,00
-0,786	-1,00
-0,790	-1,00
-0,794	-1,00
-0,797	-1,00
-0,800	-1,00
-0,804	-1,00
-0,807	-1,00
-0,811	-1,00
-0,814	-1,00
-0,818	-1,01
-0,821	-1,01
-0,824	-1,01
-0,827	-1,01
-0,828	-1,01
-0,829	-1,01
-0,829	-1,01
-0,827	-1,01
-0,826	-1,01
-0,823	-1,01
-0,821	-1,01
-0,818	-1,01
-0,815	-1,01
-0,812	-1,01
-0,809	-1,01
-0,806	-1,01
-0,803	-1,01
-0,800	-1,01
-0,797	-1,01
-0,794	-1,01
-0,790	-1,01
-0,787	-1,00
-0,784	-1,00
-0,780	-1,00
-0,777	-1,00
-0,774	-1,00
-0,771	-1,00
-0,767	-1,00
-0,764	-1,00
-0,761	-1,00
-0,757	-1,00
-0,754	-1,00
-0,751	-1,00
-0,748	-1,00
-0,744	-1,00
-0,741	-1,00
-0,737	-1,00
-0,734	-1,00
-0,731	-1,00
-0,727	-1,00
-0,724	-1,00
-0,721	-1,00
-0,717	-1,00
-0,714	-1,00
-0,711	-1,00
-0,707	-1,00
-0,704	-1,00
-0,701	-1,00
-0,697	-1,00
-0,694	-1,00
-0,691	-1,00
-0,687	-0,99
-0,684	-0,99
-0,681	-0,99
-0,678	-0,99
-0,675	-0,99
-0,672	-0,99
-0,668	-0,99
-0,665	-0,99
-0,662	-0,99
-0,659	-0,99
-0,655	-0,99
-0,652	-0,99
-0,649	-0,99
-0,646	-0,99
-0,642	-0,99
-0,639	-0,99
-0,636	-0,99
-0,633	-0,99
-0,629	-0,99
-0,626	-0,99
-0,623	-0,99
-0,620	-0,99
-0,617	-0,99
-0,613	-0,98
-0,610	-0,98
-0,607	-0,98
-0,604	-0,98
-0,600	-0,98
-0,597	-0,98
-0,594	-0,98
-0,591	-0,98
-0,588	-0,98
-0,585	-0,98
-0,581	-0,98
-0,578	-0,98
-0,575	-0,98
-0,572	-0,98
-0,569	-0,98
-0,565	-0,98
-0,562	-0,98
-0,559	-0,98
-0,556	-0,97
-0,553	-0,97
-0,550	-0,97
-0,547	-0,97
-0,544	-0,97
-0,540	-0,97
-0,537	-0,97
-0,534	-0,97
-0,531	-0,97
-0,528	-0,97
-0,525	-0,97
-0,522	-0,97
-0,519	-0,97
-0,515	-0,97
-0,512	-0,96
-0,509	-0,96
-0,506	-0,96
-0,502	-0,96
-0,499	-0,96
-0,496	-0,96
-0,493	-0,96
-0,490	-0,96
-0,486	-0,96
-0,484	-0,96
-0,480	-0,96
-0,477	-0,96
-0,474	-0,96
-0,471	-0,95
-0,468	-0,95
-0,465	-0,95
-0,461	-0,95
-0,458	-0,95
-0,455	-0,95
-0,452	-0,95
-0,449	-0,95
-0,445	-0,95
-0,443	-0,95
-0,439	-0,95
-0,436	-0,95
-0,433	-0,94
-0,430	-0,94
-0,427	-0,94
-0,424	-0,94
-0,421	-0,94
-0,418	-0,94
-0,415	-0,94
-0,411	-0,94
-0,408	-0,94
-0,405	-0,94
-0,402	-0,93
-0,399	-0,93
-0,396	-0,93
-0,393	-0,93
-0,390	-0,93
-0,387	-0,93
-0,383	-0,93
-0,380	-0,93
-0,377	-0,93
-0,374	-0,92
-0,371	-0,92
-0,368	-0,92
-0,365	-0,92
-0,362	-0,92
-0,359	-0,92
-0,356	-0,92
-0,352	-0,92
-0,349	-0,91
-0,346	-0,91
-0,343	-0,91
-0,340	-0,91
-0,337	-0,91
-0,334	-0,91
-0,331	-0,91
-0,328	-0,91
-0,325	-0,90
-0,322	-0,90
-0,319	-0,90
-0,316	-0,90
-0,313	-0,90
-0,310	-0,90
-0,307	-0,90
-0,304	-0,89
-0,301	-0,89
-0,298	-0,89
-0,295	-0,89
-0,292	-0,89
-0,290	-0,89
-0,287	-0,89
-0,284	-0,88
-0,281	-0,88
-0,278	-0,88
-0,275	-0,88
-0,272	-0,88
-0,269	-0,88
-0,266	-0,87
-0,263	-0,87
-0,261	-0,87
-0,258	-0,87
-0,255	-0,87
-0,252	-0,87
-0,249	-0,86
-0,246	-0,86
-0,243	-0,86
-0,241	-0,86
-0,238	-0,86
-0,235	-0,86
-0,232	-0,85
-0,229	-0,85
-0,227	-0,85
-0,224	-0,85
-0,221	-0,85
-0,218	-0,84
-0,215	-0,84
-0,213	-0,84
-0,210	-0,84
-0,207	-0,84
-0,205	-0,83
-0,202	-0,83
-0,199	-0,83
-0,197	-0,83
-0,194	-0,82
-0,191	-0,82
-0,189	-0,82
-0,186	-0,82
-0,184	-0,82
-0,181	-0,81
-0,178	-0,81
-0,176	-0,81
-0,173	-0,81
-0,171	-0,80
-0,168	-0,80
-0,166	-0,80
-0,163	-0,79
-0,161	-0,79
-0,158	-0,79
-0,156	-0,79
-0,153	-0,78
-0,151	-0,78
-0,148	-0,78
-0,146	-0,77
-0,144	-0,77
-0,141	-0,77
-0,139	-0,77
-0,136	-0,76
-0,134	-0,76
-0,131	-0,76
-0,129	-0,75
-0,127	-0,75
-0,125	-0,75
-0,122	-0,74
-0,120	-0,74
-0,118	-0,73
-0,115	-0,73
-0,113	-0,73
-0,111	-0,72
-0,109	-0,72
-0,106	-0,72
-0,104	-0,71
-0,102	-0,71
-0,100	-0,70
-0,097	-0,70
-0,095	-0,70
-0,093	-0,69
-0,091	-0,69
-0,089	-0,68
-0,087	-0,68
-0,085	-0,67
-0,083	-0,67
-0,080	-0,66
-0,078	-0,66
-0,076	-0,65
-0,074	-0,65
-0,072	-0,65
-0,070	-0,64
-0,068	-0,64
-0,066	-0,63
-0,064	-0,63
-0,062	-0,62
-0,060	-0,62
-0,058	-0,61
-0,056	-0,61
-0,054	-0,60
-0,052	-0,59
-0,050	-0,59
-0,049	-0,58
-0,047	-0,58
-0,045	-0,57
-0,043	-0,57
-0,041	-0,56
-0,039	-0,55
-0,037	-0,55
-0,035	-0,54
-0,034	-0,54
-0,032	-0,53
-0,030	-0,52
-0,028	-0,52
-0,026	-0,51
-0,025	-0,50
-0,023	-0,50
-0,021	-0,49
-0,020	-0,48
-0,018	-0,48
-0,016	-0,47
-0,015	-0,46
-0,013	-0,46
-0,012	-0,45
-0,010	-0,44
-0,008	-0,43
-0,008	-0,43
-0,004	-0,42
-0,004	-0,41
-0,002	-0,40
-0,001	-0,40
0,002	-0,39
0,003	-0,38
0,004	-0,37
0,006	-0,36
0,007	-0,36
0,009	-0,35
0,010	-0,34
0,012	-0,33
0,013	-0,32
0,015	-0,31
0,016	-0,30
0,018	-0,30
0,019	-0,29
0,021	-0,28
0,022	-0,27
0,023	-0,26
0,025	-0,25
0,026	-0,24
0,028	-0,23
0,029	-0,22
0,030	-0,21
0,032	-0,20
0,033	-0,19
0,035	-0,18
0,036	-0,17
0,038	-0,16
0,039	-0,15
0,041	-0,14
0,042	-0,13
0,044	-0,12
0,045	-0,11
0,047	-0,10
0,048	-0,09
0,050	-0,08
0,052	-0,07
0,053	-0,06
0,055	-0,05
0,057	-0,04
0,058	-0,02
0,061	-0,01
0,062	0,00
0,064	0,01
0,066	0,02
0,068	0,03
0,070	0,04
0,072	0,05
0,074	0,07
0,076	0,08
0,078	0,09
0,080	0,10
0,082	0,11
0,084	0,13
0,086	0,14
0,089	0,15
0,091	0,16
0,094	0,17
0,096	0,19
0,098	0,20
0,101	0,21
0,103	0,22
0,104	0,23
0,108	0,25
0,110	0,26
0,113	0,27
0,115	0,28
0,118	0,30
0,120	0,31
0,123	0,32
0,126	0,33
0,129	0,35
0,132	0,36
0,135	0,37
0,138	0,39
0,141	0,40
0,144	0,41
0,147	0,42
0,151	0,44
0,155	0,45
0,158	0,46
0,162	0,47
0,166	0,49
0,170	0,50
0,174	0,51
0,178	0,52
0,182	0,54
0,186	0,55
0,191	0,56
0,195	0,57
0,200	0,58
0,205	0,60
0,210	0,61
0,216	0,62
0,221	0,63
0,227	0,64
0,233	0,66
0,239	0,67
0,245	0,68
0,252	0,69
0,259	0,70
0,266	0,71
0,273	0,72
0,280	0,73
0,288	0,74
0,296	0,75
0,304	0,76
0,312	0,77
0,320	0,78
0,329	0,79
0,338	0,80
0,347	0,81
0,356	0,81
0,365	0,82
0,375	0,83
0,384	0,84
0,394	0,84
0,403	0,85
0,413	0,85
0,423	0,86
0,432	0,87
0,442	0,87
0,451	0,88
0,460	0,88
0,469	0,89
0,478	0,89
0,486	0,89
0,495	0,90
0,503	0,90
0,511	0,91
0,519	0,91
0,526	0,91
0,534	0,91
0,540	0,92
0,547	0,92
0,554	0,92
0,560	0,92
0,566	0,93
0,572	0,93
0,578	0,93
0,584	0,93
0,589	0,93
0,594	0,94
0,600	0,94
0,605	0,94
0,609	0,94
0,614	0,94
0,619	0,94
0,624	0,94
0,628	0,94
0,632	0,95
0,637	0,95
0,641	0,95
0,645	0,95
0,649	0,95
0,653	0,95
0,657	0,95
0,661	0,95
0,665	0,95
0,669	0,96
0,672	0,96
0,676	0,96
0,680	0,96
0,684	0,96
0,687	0,96
0,691	0,96
0,695	0,96
0,698	0,96
0,702	0,96
0,706	0,96
0,709	0,96
0,713	0,96
0,716	0,96
0,720	0,97
0,724	0,97
0,727	0,97
0,731	0,97
0,734	0,97
0,738	0,97
0,741	0,97
0,745	0,97
0,748	0,97
0,752	0,97
0,755	0,97
0,759	0,97
0,762	0,97
0,766	0,97
0,769	0,97
0,773	0,97
0,776	0,98
0,779	0,98
0,783	0,98
0,786	0,98
0,790	0,98
0,793	0,98
0,797	0,98
0,800	0,98
0,803	0,98
0,807	0,98
