I_1 / A	&F / Vs
-0,804	-1,03
-0,808	-1,03
-0,811	-1,03
-0,814	-1,03
-0,818	-1,03
-0,821	-1,03
-0,825	-1,03
-0,827	-1,03
-0,828	-1,03
-0,829	-1,03
-0,829	-1,03
-0,827	-1,03
-0,826	-1,03
-0,824	-1,03
-0,820	-1,03
-0,818	-1,03
-0,815	-1,03
-0,812	-1,03
-0,809	-1,03
-0,806	-1,03
-0,803	-1,03
-0,800	-1,03
-0,797	-1,03
-0,793	-1,03
-0,790	-1,03
-0,787	-1,03
-0,784	-1,03
-0,781	-1,03
-0,777	-1,03
-0,774	-1,03
-0,771	-1,03
-0,767	-1,03
-0,764	-1,03
-0,761	-1,03
-0,757	-1,03
-0,754	-1,03
-0,751	-1,03
-0,747	-1,03
-0,744	-1,03
-0,740	-1,03
-0,738	-1,03
-0,734	-1,03
-0,731	-1,03
-0,727	-1,03
-0,724	-1,03
-0,721	-1,03
-0,718	-1,03
-0,714	-1,03
-0,711	-1,03
-0,707	-1,02
-0,704	-1,02
-0,701	-1,02
-0,698	-1,02
-0,694	-1,02
-0,691	-1,02
-0,688	-1,02
-0,685	-1,02
-0,681	-1,02
-0,678	-1,02
-0,675	-1,02
-0,672	-1,02
-0,669	-1,02
-0,665	-1,02
-0,662	-1,02
-0,659	-1,02
-0,656	-1,02
-0,652	-1,02
-0,649	-1,02
-0,646	-1,02
-0,643	-1,02
-0,639	-1,02
-0,636	-1,02
-0,633	-1,02
-0,629	-1,01
-0,626	-1,01
-0,623	-1,01
-0,620	-1,01
-0,617	-1,01
-0,614	-1,01
-0,610	-1,01
-0,607	-1,01
-0,604	-1,01
-0,601	-1,01
-0,598	-1,01
-0,594	-1,01
-0,591	-1,01
-0,588	-1,01
-0,585	-1,01
-0,582	-1,01
-0,578	-1,01
-0,575	-1,01
-0,572	-1,01
-0,569	-1,01
-0,565	-1,00
-0,562	-1,00
-0,559	-1,00
-0,556	-1,00
-0,553	-1,00
-0,550	-1,00
-0,547	-1,00
-0,544	-1,00
-0,541	-1,00
-0,538	-1,00
-0,534	-1,00
-0,531	-1,00
-0,528	-1,00
-0,525	-1,00
-0,522	-1,00
-0,519	-1,00
-0,515	-0,99
-0,512	-0,99
-0,509	-0,99
-0,506	-0,99
-0,502	-0,99
-0,500	-0,99
-0,496	-0,99
-0,493	-0,99
-0,490	-0,99
-0,487	-0,99
-0,483	-0,99
-0,480	-0,99
-0,477	-0,99
-0,474	-0,98
-0,471	-0,98
-0,468	-0,98
-0,465	-0,98
-0,461	-0,98
-0,458	-0,98
-0,455	-0,98
-0,452	-0,98
-0,449	-0,98
-0,446	-0,98
-0,443	-0,98
-0,439	-0,98
-0,436	-0,97
-0,433	-0,97
-0,430	-0,97
-0,427	-0,97
-0,424	-0,97
-0,421	-0,97
-0,418	-0,97
-0,415	-0,97
-0,412	-0,97
-0,409	-0,97
-0,405	-0,96
-0,402	-0,96
-0,399	-0,96
-0,396	-0,96
-0,393	-0,96
-0,390	-0,96
-0,387	-0,96
-0,383	-0,96
-0,380	-0,96
-0,377	-0,96
-0,374	-0,95
-0,371	-0,95
-0,368	-0,95
-0,365	-0,95
-0,362	-0,95
-0,359	-0,95
-0,356	-0,95
-0,352	-0,95
-0,349	-0,95
-0,346	-0,94
-0,343	-0,94
-0,340	-0,94
-0,337	-0,94
-0,334	-0,94
-0,331	-0,94
-0,328	-0,94
-0,325	-0,94
-0,322	-0,93
-0,319	-0,93
-0,316	-0,93
-0,313	-0,93
-0,310	-0,93
-0,307	-0,93
-0,304	-0,93
-0,301	-0,92
-0,298	-0,92
-0,295	-0,92
-0,292	-0,92
-0,290	-0,92
-0,287	-0,92
-0,284	-0,92
-0,281	-0,91
-0,278	-0,91
-0,275	-0,91
-0,272	-0,91
-0,269	-0,91
-0,266	-0,91
-0,263	-0,91
-0,261	-0,90
-0,258	-0,90
-0,255	-0,90
-0,252	-0,90
-0,249	-0,90
-0,246	-0,89
-0,243	-0,89
-0,240	-0,89
-0,238	-0,89
-0,235	-0,89
-0,232	-0,89
-0,229	-0,88
-0,226	-0,88
-0,223	-0,88
-0,221	-0,88
-0,218	-0,88
-0,215	-0,87
-0,212	-0,87
-0,210	-0,87
-0,207	-0,87
-0,204	-0,87
-0,202	-0,86
-0,199	-0,86
-0,196	-0,86
-0,194	-0,86
-0,191	-0,86
-0,188	-0,85
-0,186	-0,85
-0,183	-0,85
-0,180	-0,85
-0,178	-0,84
-0,175	-0,84
-0,173	-0,84
-0,170	-0,84
-0,167	-0,83
-0,165	-0,83
-0,162	-0,83
-0,160	-0,83
-0,157	-0,82
-0,155	-0,82
-0,153	-0,82
-0,150	-0,81
-0,148	-0,81
-0,145	-0,81
-0,143	-0,81
-0,140	-0,80
-0,138	-0,80
-0,136	-0,80
-0,133	-0,79
-0,131	-0,79
-0,128	-0,79
-0,126	-0,78
-0,123	-0,78
-0,121	-0,78
-0,119	-0,77
-0,117	-0,77
-0,114	-0,77
-0,112	-0,76
-0,110	-0,76
-0,108	-0,75
-0,105	-0,75
-0,103	-0,75
-0,101	-0,74
-0,099	-0,74
-0,097	-0,74
-0,094	-0,73
-0,092	-0,73
-0,090	-0,72
-0,088	-0,72
-0,086	-0,71
-0,084	-0,71
-0,082	-0,71
-0,080	-0,70
-0,078	-0,70
-0,076	-0,69
-0,074	-0,69
-0,071	-0,68
-0,069	-0,68
-0,068	-0,67
-0,066	-0,67
-0,064	-0,66
-0,061	-0,66
-0,060	-0,65
-0,058	-0,65
-0,056	-0,64
-0,054	-0,64
-0,052	-0,63
-0,050	-0,63
-0,048	-0,62
-0,046	-0,61
-0,044	-0,61
-0,043	-0,60
-0,041	-0,60
-0,039	-0,59
-0,037	-0,59
-0,035	-0,58
-0,033	-0,57
-0,032	-0,57
-0,030	-0,56
-0,028	-0,55
-0,027	-0,55
-0,025	-0,54
-0,023	-0,53
-0,022	-0,53
-0,020	-0,52
-0,018	-0,51
-0,017	-0,51
-0,015	-0,50
-0,013	-0,49
-0,012	-0,49
-0,010	-0,48
-0,010	-0,47
-0,006	-0,46
-0,007	-0,46
-0,004	-0,45
-0,003	-0,44
-0,001	-0,43
0,001	-0,43
0,003	-0,42
0,004	-0,41
0,005	-0,40
0,007	-0,39
0,008	-0,39
0,010	-0,38
0,011	-0,37
0,013	-0,36
0,014	-0,35
0,015	-0,34
0,017	-0,33
0,018	-0,32
0,020	-0,32
0,021	-0,31
0,023	-0,30
0,024	-0,29
0,025	-0,28
0,027	-0,27
0,029	-0,26
0,030	-0,25
0,031	-0,24
0,032	-0,23
0,034	-0,22
0,035	-0,21
0,037	-0,20
0,038	-0,19
0,040	-0,18
0,042	-0,17
0,043	-0,16
0,045	-0,15
0,046	-0,14
0,047	-0,13
0,049	-0,12
0,051	-0,10
0,052	-0,09
0,054	-0,08
0,056	-0,07
0,058	-0,06
0,060	-0,05
0,062	-0,04
0,063	-0,03
0,065	-0,02
0,067	0,00
0,069	0,01
0,071	0,02
0,073	0,03
0,075	0,04
0,077	0,05
0,079	0,07
0,081	0,08
0,083	0,09
0,085	0,10
0,088	0,12
0,089	0,13
0,092	0,14
0,094	0,15
0,096	0,16
0,099	0,18
0,101	0,19
0,103	0,20
0,106	0,21
0,108	0,23
0,111	0,24
0,113	0,25
0,116	0,26
0,118	0,28
0,121	0,29
0,124	0,30
0,127	0,32
0,130	0,33
0,133	0,34
0,136	0,35
0,139	0,37
0,142	0,38
0,145	0,39
0,148	0,41
0,151	0,42
0,155	0,43
0,159	0,44
0,162	0,46
0,166	0,47
0,170	0,48
0,174	0,50
0,178	0,51
0,183	0,52
0,187	0,53
0,192	0,55
0,197	0,56
0,202	0,57
0,207	0,58
0,212	0,59
0,218	0,61
0,223	0,62
0,229	0,63
0,235	0,64
0,242	0,65
0,248	0,66
0,255	0,68
0,262	0,69
0,269	0,70
0,277	0,71
0,284	0,72
0,292	0,73
0,300	0,74
0,309	0,75
0,317	0,76
0,326	0,77
0,335	0,78
0,344	0,78
0,353	0,79
0,363	0,80
0,372	0,81
0,382	0,82
0,392	0,82
0,402	0,83
0,412	0,84
0,421	0,84
0,431	0,85
0,441	0,85
0,450	0,86
0,459	0,86
0,468	0,87
0,477	0,87
0,486	0,88
0,494	0,88
0,502	0,89
0,510	0,89
0,518	0,89
0,526	0,90
0,533	0,90
0,540	0,90
0,547	0,90
0,554	0,91
0,560	0,91
0,566	0,91
0,572	0,91
0,578	0,92
0,583	0,92
0,589	0,92
0,594	0,92
0,599	0,92
0,604	0,93
0,609	0,93
0,614	0,93
0,619	0,93
0,623	0,93
0,628	0,93
0,632	0,93
0,636	0,94
0,641	0,94
0,644	0,94
0,649	0,94
0,653	0,94
0,657	0,94
0,660	0,94
0,664	0,95
0,668	0,95
0,672	0,95
0,676	0,95
0,680	0,95
0,683	0,95
0,687	0,95
0,691	0,95
0,694	0,95
0,698	0,96
0,702	0,96
0,705	0,96
0,709	0,96
0,712	0,96
0,716	0,96
0,719	0,96
0,723	0,96
0,727	0,96
0,730	0,96
0,734	0,96
0,737	0,97
0,740	0,97
0,744	0,97
0,748	0,97
0,751	0,97
0,755	0,97
0,758	0,97
0,761	0,97
0,765	0,97
0,769	0,97
0,772	0,97
0,775	0,98
0,779	0,98
0,782	0,98
0,785	0,98
0,789	0,98
0,792	0,98
0,796	0,98
0,799	0,98
0,803	0,98
0,806	0,98
